timestamp,x,y,z,w
1541874452958989,-0.0202637,0.510254,-0.302185,-0.804993
1541874452961960,-0.022583,0.509399,-0.31366,-0.801025
1541874452982953,-0.0261841,0.509399,-0.325073,-0.796387
1541874452986977,-0.0464478,0.512451,-0.35968,-0.778381
1541874453010030,-0.0536499,0.513916,-0.370544,-0.771851
1541874453017000,-0.0591431,0.515381,-0.380249,-0.765686
1541874453033011,-0.062561,0.517029,-0.388611,-0.760071
1541874453062016,-0.06427,0.518738,-0.395508,-0.755249
1541874453077047,-0.0643311,0.520264,-0.401367,-0.751099
1541874453094044,-0.0629883,0.521606,-0.406677,-0.747437
1541874453116059,-0.0608521,0.522766,-0.412415,-0.743652
1541874453139089,-0.0595093,0.523376,-0.419067,-0.739563
1541874453161110,-0.059021,0.523376,-0.426331,-0.735413
1541874453183132,-0.0591431,0.523071,-0.434021,-0.73114
1541874453214155,-0.0593872,0.522827,-0.441772,-0.726685
1541874453216150,-0.0593872,0.523132,-0.449158,-0.721863
1541874453236168,-0.0594482,0.523926,-0.456726,-0.716492
1541874453266188,-0.0593872,0.524414,-0.465271,-0.710693
1541874453273182,-0.0597534,0.523987,-0.474976,-0.704468
1541874453296220,-0.06073,0.522705,-0.485474,-0.698181
1541874453317249,-0.0614014,0.521301,-0.495728,-0.691956
1541874453341272,-0.0613403,0.520325,-0.504944,-0.685974
1541874453363268,-0.0604858,0.519775,-0.513489,-0.680115
1541874453384289,-0.0593872,0.519958,-0.521362,-0.674072
1541874453393286,-0.0581055,0.520264,-0.529297,-0.667725
1541874453439331,-0.0571289,0.520203,-0.537415,-0.661316
1541874453441313,-0.0557861,0.519714,-0.546021,-0.654785
1541874453461330,-0.053772,0.519104,-0.554749,-0.648071
1541874453476356,-0.0504761,0.518921,-0.563354,-0.64093
1541874453497376,-0.0460815,0.519104,-0.572144,-0.633362
1541874453519390,-0.0415039,0.518921,-0.581726,-0.624939
1541874453544412,-0.0375977,0.518066,-0.592285,-0.615967
1541874453564429,-0.0340576,0.51709,-0.603271,-0.606262
1541874453573418,-0.0304565,0.516113,-0.614868,-0.59552
1541874453596435,-0.0267944,0.514954,-0.627075,-0.583862
1541874453618453,-0.0228882,0.513,-0.639893,-0.571716
1541874453640470,-0.0188599,0.510681,-0.652588,-0.559509
1541874453656484,-0.0145874,0.508728,-0.66449,-0.547241
1541874453693531,-0.00964355,0.507385,-0.675415,-0.535156
1541874453695525,-0.00463867,0.506287,-0.685181,-0.523682
1541874453716530,0.000915527,0.505615,-0.693542,-0.513184
1541874453737557,0.00653076,0.506042,-0.700256,-0.503601
1541874453752559,0.0134888,0.507568,-0.70636,-0.493225
1541874453775596,0.0204468,0.50824,-0.713379,-0.482117
1541874453798613,0.0264893,0.506775,-0.721558,-0.471008
1541874453812608,0.0321045,0.504272,-0.730286,-0.459778
1541874453835642,0.0385742,0.502808,-0.738342,-0.447876
1541874453858661,0.045105,0.501709,-0.745911,-0.435852
1541874453872663,0.0521851,0.499634,-0.754395,-0.422546
1541874453895670,0.0595703,0.497009,-0.763245,-0.408569
1541874453918689,0.067749,0.493896,-0.772156,-0.394104
1541874453932702,0.0759888,0.49115,-0.780762,-0.378723
1541874453955738,0.0847778,0.488403,-0.789307,-0.362305
1541874453978757,0.0928345,0.485229,-0.797729,-0.345886
1541874453999752,0.100891,0.481445,-0.805786,-0.329834
1541874454015765,0.109314,0.478088,-0.812927,-0.314087
1541874454038783,0.117737,0.475281,-0.819275,-0.298523
1541874454059799,0.125916,0.472107,-0.825195,-0.283325
1541874454083857,0.133362,0.468384,-0.831177,-0.268372
1541874454098850,0.138245,0.464966,-0.836853,-0.253723
1541874454119902,0.140259,0.462646,-0.840881,-0.243408
1541874454135859,0.1427,0.462769,-0.842773,-0.234985
1541874454158933,0.145386,0.460022,-0.845398,-0.229309
1541874454179948,0.152466,0.458496,-0.846619,-0.223083
1541874454195906,0.15979,0.455078,-0.848938,-0.216248
1541874454218944,0.164307,0.45166,-0.852112,-0.207397
1541874454239960,0.164429,0.445068,-0.857666,-0.198425
1541874454255008,0.162903,0.438843,-0.863281,-0.188599
1541874454261974,0.160339,0.435547,-0.867737,-0.177795
1541874454283998,0.155212,0.433838,-0.871948,-0.165649
1541874454306013,0.147156,0.432373,-0.876343,-0.152893
1541874454332028,0.137634,0.432007,-0.88031,-0.139709
1541874454345058,0.126831,0.432007,-0.883972,-0.126404
1541874454366041,0.113525,0.431152,-0.887817,-0.114136
1541874454381054,0.0996704,0.430176,-0.891357,-0.1026
1541874454404089,0.0861206,0.431335,-0.893372,-0.0917969
1541874454426106,0.0725708,0.434326,-0.894165,-0.0811768
1541874454441102,0.059021,0.436035,-0.895203,-0.0707397
1541874454464172,0.0459595,0.435974,-0.89679,-0.0598145
1541874454486154,0.0336304,0.435242,-0.898376,-0.0483398
1541874454501165,0.0209961,0.435181,-0.899353,-0.0369263
1541874454524219,0.00726318,0.43634,-0.899353,-0.0267944
1541874454546206,-0.00750732,0.437561,-0.898987,-0.0177002
1541874454561197,-0.0231934,0.43689,-0.89917,-0.00946045
1541874454584230,-0.0394287,0.434204,-0.899963,-0.00201416
1541874454602281,-0.0550537,0.429016,-0.901611,0.00482178
1541874454621260,-0.0697021,0.423767,-0.903015,0.0106812
1541874454644278,-0.0845337,0.42218,-0.902466,0.0151367
1541874454662273,-0.0991821,0.421997,-0.901001,0.0186157
1541874454681308,-0.113464,0.417908,-0.901123,0.0214233
1541874454711311,-0.125793,0.408447,-0.903748,0.0241089
1541874454722374,-0.137695,0.399597,-0.905945,0.0251465
1541874454741337,-0.149292,0.395752,-0.905823,0.0241089
1541874454764372,-0.159424,0.395752,-0.904114,0.0237427
1541874454782382,-0.167603,0.390198,-0.905029,0.0253906
1541874454809409,-0.172791,0.379089,-0.908691,0.0280762
1541874454824420,-0.17572,0.373413,-0.9104,0.0302124
1541874454842423,-0.175842,0.371643,-0.911072,0.03125
1541874454869449,-0.174255,0.370422,-0.911804,0.0319824
1541874454892473,-0.172424,0.368408,-0.912964,0.0324707
1541874454909486,-0.171387,0.366272,-0.914001,0.0327759
1541874454921496,-0.171204,0.364746,-0.914673,0.0333862
1541874454946515,-0.171082,0.36322,-0.915222,0.0343018
1541874454961527,-0.170593,0.361755,-0.915833,0.0357666
1541874454981534,-0.169312,0.360291,-0.916626,0.0371704
1541874455011562,-0.167725,0.35907,-0.917358,0.0379639
1541874455021566,-0.164978,0.358582,-0.91803,0.0378418
1541874455041589,-0.161926,0.357849,-0.918884,0.0366821
1541874455063590,-0.158569,0.356384,-0.920166,0.0342407
1541874455081602,-0.154663,0.353943,-0.921875,0.0308838
1541874455104657,-0.150146,0.350891,-0.92395,0.026123
1541874455123655,-0.144836,0.348206,-0.925964,0.0206299
1541874455146673,-0.139648,0.346008,-0.927673,0.0153198
1541874455161687,-0.134033,0.343262,-0.929565,0.0101318
1541874455183703,-0.127747,0.341064,-0.931335,0.00518799
1541874455209724,-0.120605,0.340271,-0.932556,0
1541874455221769,-0.112,0.340881,-0.933411,-0.00512695
1541874455243784,-0.101563,0.343201,-0.933716,-0.00872803
1541874455261745,-0.0918579,0.346313,-0.933533,-0.012146
1541874455281779,-0.0811768,0.35022,-0.933044,-0.0153198
1541874455303779,-0.0703125,0.354187,-0.932373,-0.0187378
1541874455321790,-0.0596924,0.358215,-0.931458,-0.0227051
1541874455341825,-0.0490112,0.360168,-0.931274,-0.026001
1541874455363843,-0.0392456,0.361023,-0.931274,-0.0300293
1541874455381849,-0.0305176,0.365662,-0.929626,-0.0351563
1541874455402855,-0.020813,0.374634,-0.926086,-0.0397949
1541874455431877,-0.00976563,0.383118,-0.922607,-0.0440063
1541874455441886,0.00183105,0.389343,-0.919861,-0.0475464
1541874455462917,0.0127563,0.395996,-0.916809,-0.0507202
1541874455483938,0.0234985,0.402588,-0.913513,-0.053833
1541874455506956,0.0327759,0.406921,-0.911072,-0.0575562
1541874455522956,0.0410156,0.40918,-0.909424,-0.0621338
1541874455543980,0.0482178,0.408875,-0.908813,-0.0678711
1541874455561981,0.0551147,0.408447,-0.908081,-0.0747681
1541874455582997,0.0608521,0.410706,-0.905945,-0.0831909
1541874455604032,0.0654297,0.414124,-0.903137,-0.0929565
1541874455622046,0.0682373,0.416748,-0.900513,-0.103821
1541874455643062,0.0697632,0.418579,-0.898071,-0.115967
1541874455665080,0.0703125,0.420288,-0.895264,-0.130371
1541874455686077,0.0693359,0.424622,-0.890747,-0.146545
1541874455704107,0.0671387,0.429443,-0.88562,-0.163757
1541874455725126,0.0640259,0.432495,-0.880798,-0.181885
1541874455741120,0.0592651,0.435547,-0.875732,-0.199951
1541874455771146,0.0523682,0.440308,-0.869568,-0.21759
1541874455785155,0.0426025,0.447876,-0.861389,-0.235901
1541874455801168,0.02948,0.456909,-0.851624,-0.255188
1541874455824198,0.0131226,0.465881,-0.840881,-0.275269
1541874455845218,-0.00598145,0.474915,-0.828796,-0.295898
1541874455861223,-0.0268555,0.484741,-0.815125,-0.316101
1541874455891257,-0.0485229,0.495056,-0.800354,-0.334778
1541874455905266,-0.0700684,0.504639,-0.785461,-0.351379
1541874455928281,-0.0921631,0.510376,-0.773621,-0.364075
1541874455943279,-0.113159,0.512573,-0.763855,-0.375488
1541874455964316,-0.131897,0.514893,-0.754028,-0.385925
1541874455981328,-0.14856,0.519165,-0.742432,-0.396545
1541874456003336,-0.163208,0.526367,-0.727478,-0.408813
1541874456024362,-0.175354,0.537598,-0.70752,-0.42395
1541874456041358,-0.184143,0.552063,-0.682312,-0.442444
1541874456064393,-0.190552,0.565063,-0.656311,-0.462341
1541874456092418,-0.196777,0.575073,-0.630981,-0.482239
1541874456108409,-0.20282,0.582703,-0.60675,-0.501282
1541874456131429,-0.208679,0.588562,-0.583557,-0.519226
1541874456206505,-0.213562,0.594238,-0.560669,-0.535706
1541874456209507,-0.217407,0.599731,-0.538147,-0.550964
1541874456237510,-0.220215,0.604187,-0.516785,-0.565186
1541874456239532,-0.220032,0.610291,-0.478394,-0.591858
1541874456245517,-0.216431,0.612732,-0.460999,-0.60437
1541874456264551,-0.212097,0.61554,-0.44281,-0.616516
1541874456281564,-0.204468,0.617981,-0.427612,-0.627258
1541874456311589,-0.196228,0.619263,-0.414185,-0.637634
1541874456332604,-0.185974,0.619751,-0.401489,-0.648193
1541874456341613,-0.173279,0.619812,-0.389648,-0.658752
1541874456371635,-0.15918,0.619324,-0.379089,-0.668945
1541874456447712,-0.144714,0.618042,-0.370361,-0.678162
1541874456498730,-0.130615,0.61615,-0.363403,-0.686523
1541874456552777,-0.0917358,0.608521,-0.347961,-0.707275
1541874456641828,-0.0678101,0.603027,-0.338989,-0.718933
1541874456655838,-0.0331421,0.597839,-0.321411,-0.733643
1541874456686863,0.000305176,0.587891,-0.292786,-0.754089
1541874456688865,0.000427246,0.585388,-0.286987,-0.758301
1541874456717888,0.000610352,0.583374,-0.281006,-0.762024
1541874456729911,0.0020752,0.582764,-0.273987,-0.765076
1541874456860000,0.00463867,0.582336,-0.266174,-0.768127
1541874456865004,0.00738525,0.582031,-0.257019,-0.771484
1541874456912061,0.0283203,0.583313,-0.193787,-0.78833
1541874456935059,0.0345459,0.583496,-0.178711,-0.791504
1541874456966138,0.0495605,0.583496,-0.146423,-0.797302
1541874456995124,0.0566406,0.583435,-0.130066,-0.799683
1541874457016177,0.0689697,0.583923,-0.0968628,-0.803101
1541874457068220,0.0744019,0.584778,-0.0808105,-0.803711
1541874457143221,0.078125,0.58606,-0.065979,-0.803833
1541874457152244,0.0793457,0.58783,-0.0525513,-0.803345
1541874457182315,0.0759277,0.596802,-0.0183716,-0.798584
1541874457183255,0.0740356,0.607239,0.0118408,-0.790955
1541874457205290,0.0750122,0.609985,0.0218506,-0.788574
1541874457209288,0.0769043,0.612427,0.0316162,-0.786133
1541874457228303,0.0796509,0.614502,0.0410156,-0.783813
1541874457256310,0.0826416,0.616333,0.0494995,-0.781555
1541874457271324,0.0857544,0.617859,0.0565796,-0.779541
1541874457301347,0.0892334,0.619812,0.0603027,-0.777344
1541874457324383,0.0894165,0.622864,0.057373,-0.775085
1541874457326385,0.083252,0.627563,0.0476074,-0.772644
1541874457452467,0.0769043,0.632507,0.0354614,-0.769897
1541874457474501,0.0737915,0.636414,0.0238647,-0.767456
1541874457489513,0.0991211,0.636475,-0.00805664,-0.764832
1541874457491495,0.109436,0.632446,-0.0118408,-0.766785
1541874457504520,0.120178,0.627808,-0.0177612,-0.768799
1541874457527542,0.131104,0.622986,-0.0258789,-0.770752
1541874457564563,0.141602,0.617981,-0.0357666,-0.772522
1541874457625611,0.151611,0.612854,-0.0466309,-0.774109
1541874457639630,0.160767,0.607788,-0.0578613,-0.775513
1541874457676697,0.174866,0.597534,-0.0802612,-0.778442
1541874457679665,0.179871,0.59259,-0.0905762,-0.779907
1541874457708686,0.18396,0.588196,-0.0996094,-0.781189
1541874457719694,0.187256,0.584229,-0.107117,-0.78241
1541874457731703,0.191772,0.578308,-0.117371,-0.784241
1541874457751754,0.193115,0.57666,-0.11969,-0.78479
1541874457773717,0.193542,0.575928,-0.119751,-0.785217
1541874457788729,0.193787,0.576111,-0.116821,-0.7854
1541874457817754,0.193726,0.577148,-0.110901,-0.785522
1541874457833764,0.192261,0.578369,-0.10321,-0.786072
1541874457856796,0.188904,0.5802,-0.0943604,-0.786621
1541874457894823,0.184753,0.581604,-0.085144,-0.787659
1541874458096990,0.181335,0.582703,-0.0753784,-0.788635
1541874458098988,0.180359,0.585144,-0.0636597,-0.788025
1541874458105983,0.179871,0.588989,-0.0505981,-0.786255
1541874458118988,0.180969,0.616455,0.0914307,-0.760803
1541874458140023,0.188965,0.615417,0.107666,-0.757629
1541874458149013,0.196167,0.614258,0.123169,-0.754333
1541874458170048,0.202271,0.613098,0.137817,-0.751099
1541874458194084,0.206543,0.612244,0.151611,-0.747986
1541874458223090,0.209595,0.612061,0.164795,-0.744507
1541874458237101,0.213257,0.612061,0.177979,-0.740417
1541874458246088,0.216675,0.611694,0.190186,-0.736694
1541874458269145,0.220154,0.610596,0.200684,-0.733765
1541874458299145,0.224304,0.609497,0.210144,-0.730774
1541874458323171,0.228882,0.608826,0.219177,-0.727234
1541874458367202,0.234009,0.608215,0.2276,-0.723511
1541874458369184,0.239197,0.607727,0.235107,-0.719849
1541874458374204,0.244019,0.6073,0.241577,-0.71637
1541874458397226,0.248962,0.607178,0.246704,-0.713074
1541874458412238,0.25415,0.607117,0.25061,-0.7099
1541874458457273,0.26001,0.607117,0.253357,-0.706787
1541874458472285,0.266602,0.6073,0.254517,-0.703796
1541874458478280,0.273315,0.607239,0.254944,-0.701111
1541874458496304,0.280334,0.60675,0.255432,-0.698547
1541874458509313,0.287354,0.605347,0.256714,-0.696472
1541874458530366,0.294739,0.602661,0.258301,-0.695129
1541874458546323,0.302856,0.598755,0.259766,-0.694458
1541874458570361,0.310974,0.594299,0.259766,-0.694702
1541874458593361,0.319031,0.589417,0.258362,-0.69574
1541874458616393,0.327759,0.583679,0.25647,-0.697205
1541874458636394,0.337891,0.576782,0.254761,-0.69873
1541874458652410,0.34967,0.56842,0.25354,-0.700195
1541874458667439,0.362854,0.558472,0.253845,-0.701416
1541874458688455,0.378174,0.545776,0.255859,-0.702576
1541874458694441,0.394592,0.53125,0.257202,-0.704163
1541874458716477,0.408997,0.517151,0.255798,-0.70697
1541874458742479,0.420776,0.503723,0.252563,-0.710938
1541874458761507,0.431091,0.490356,0.248352,-0.715515
1541874458803545,0.440674,0.476501,0.244019,-0.720581
1541874458816560,0.449158,0.462708,0.23938,-0.72583
1541874458818537,0.457031,0.449585,0.235352,-0.730469
1541874458839553,0.463379,0.437622,0.231689,-0.734924
1541874458862592,0.46814,0.42688,0.228394,-0.739197
1541874458915629,0.471436,0.417419,0.225647,-0.743347
1541874458937630,0.473145,0.409485,0.223633,-0.747314
1541874458952643,0.474854,0.398865,0.225159,-0.751526
1541874458974713,0.475098,0.395447,0.229736,-0.751709
1541874459002716,0.475647,0.392639,0.23645,-0.750732
1541874459057735,0.476563,0.390259,0.244934,-0.748718
1541874459063745,0.477234,0.388855,0.254822,-0.745728
1541874459086803,0.475891,0.390686,0.27832,-0.737122
1541874459089805,0.473633,0.394287,0.29126,-0.731689
1541874459101779,0.470093,0.399353,0.304626,-0.725769
1541874459124797,0.465088,0.405334,0.31781,-0.720032
1541874459145808,0.459106,0.411865,0.330383,-0.714417
1541874459154802,0.453186,0.418579,0.342407,-0.708618
1541874459174829,0.448303,0.424805,0.354431,-0.702087
1541874459204897,0.445313,0.429626,0.367004,-0.694519
1541874459212866,0.44458,0.432739,0.380249,-0.685913
1541874459241889,0.445007,0.434387,0.394226,-0.676636
1541874459256900,0.446045,0.435059,0.408203,-0.667175
1541874459272905,0.44696,0.435242,0.422546,-0.65741
1541874459293930,0.447754,0.434753,0.437683,-0.647217
1541874459316948,0.448669,0.433533,0.453552,-0.636353
1541874459332943,0.450439,0.431458,0.469482,-0.624878
1541874459353977,0.452881,0.428467,0.485413,-0.612915
1541874459376995,0.455261,0.425354,0.500732,-0.60083
1541874459395005,0.457581,0.422424,0.514893,-0.589111
1541874459414011,0.4599,0.419983,0.527527,-0.577698
1541874459437042,0.462219,0.417847,0.538757,-0.566956
1541874459453048,0.464783,0.415894,0.548584,-0.556763
1541874459474071,0.467346,0.414368,0.557068,-0.547302
1541874459497089,0.469971,0.413757,0.564148,-0.538147
1541874459521108,0.472473,0.414063,0.569885,-0.529602
1541874459534121,0.475342,0.414917,0.574402,-0.521423
1541874459557139,0.478699,0.415771,0.578186,-0.513428
1541874459579150,0.483215,0.415894,0.581299,-0.505554
1541874459594166,0.488281,0.415344,0.584106,-0.497803
1541874459617184,0.494263,0.413513,0.586121,-0.490967
1541874459635194,0.500244,0.411072,0.587341,-0.485535
1541874459657196,0.504761,0.409607,0.586487,-0.483154
1541874459677230,0.508179,0.409607,0.583069,-0.483643
