timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1541872950581725,9,-7,-22,6,0,0,-2,-1
1541872950581725,5,16,13,22,5,1,6,4
1541872950588730,11,-7,-5,-24,-5,-1,-6,-4
1541872950588730,-25,-12,-1,0,-2,0,-2,-1
1541872950604726,2,-1,-12,-24,-2,1,4,1
1541872950604726,-2,-20,-11,6,5,1,1,-3
1541872950605745,-2,-3,-2,-12,-1,0,5,-5
1541872950605745,8,-4,1,3,0,-3,-17,5
1541872950626757,-11,2,14,1,-4,-2,-2,-3
1541872950626757,3,2,-13,8,-1,0,22,5
1541872950627744,3,-7,7,2,2,2,-3,5
1541872950627744,-1,25,3,-5,-2,0,12,-1
1541872950641775,-7,-7,-15,-16,-2,-2,-8,0
1541872950641775,35,-11,-8,26,1,0,-2,-5
1541872950648781,-10,31,-6,-59,-8,0,-6,-2
1541872950648781,-9,-24,10,12,-2,-2,9,1
1541872950664793,7,1,7,7,-1,-1,-23,-2
1541872950664793,2,0,3,4,1,0,-1,-2
1541872950665793,-12,-9,0,22,1,-1,-1,0
1541872950665793,27,-4,-15,-22,-2,2,-1,-6
1541872950686811,-4,7,11,25,5,-1,9,-1
1541872950686811,-1,-9,-5,-14,-3,0,-4,1
1541872950687803,-10,-4,-2,-10,0,0,-4,-2
1541872950687803,-3,-6,-10,20,0,0,1,-1
1541872950701818,8,-5,1,6,0,0,0,5
1541872950701818,-2,5,7,0,-1,-1,-9,-1
1541872950708830,7,-6,-1,24,0,0,16,1
1541872950708830,-7,-6,-9,-18,0,1,-12,-2
1541872950724843,-1,-10,3,-2,-2,0,-4,2
1541872950724843,-12,-13,-1,-15,-1,0,-4,-3
1541872950725838,14,15,-13,-6,-7,-1,6,3
1541872950725838,9,-15,6,11,-3,-2,14,0
1541872950746862,-13,-6,-11,-19,-2,1,5,-6
1541872950746862,11,-1,9,-27,-7,-6,-18,2
1541872950747862,-33,-16,1,17,4,0,5,-15
1541872950747862,3,-3,-6,2,1,0,-10,3
1541872950761859,4,11,10,16,0,1,7,0
1541872950761859,-8,-1,-8,-26,0,2,11,3
1541872950768880,2,-7,-27,-7,-5,-3,-13,1
1541872950768880,-6,-8,8,1,-2,-2,-11,-2
1541872950784892,-7,-7,6,4,1,2,-5,-4
1541872950784892,-4,14,-14,1,2,0,4,-1
1541872950784892,3,-7,13,5,0,-1,-5,-1
1541872950784892,-10,-9,-16,5,-1,0,1,-2
1541872950806910,15,-1,-2,-41,-4,1,4,6
1541872950806910,-9,5,7,32,1,-1,-10,-3
1541872950807894,-4,-7,7,17,2,-3,-8,-1
1541872950807894,3,32,-8,-35,-6,-2,8,-1
1541872950820925,-10,11,26,24,0,-2,-3,-4
1541872950820925,9,12,-4,-3,1,3,13,4
1541872950828912,-12,-9,-6,-7,0,0,-4,-3
1541872950828912,21,0,10,20,-1,-3,-5,2
1541872950844976,-23,-3,-14,-7,-1,-3,-2,-3
1541872950844976,7,-6,-13,-9,-3,-4,4,-1
1541872950844976,22,1,-2,-5,2,-1,-9,1
1541872950844976,-18,-3,-5,-8,-2,0,-16,-6
1541872950866995,15,6,7,13,2,0,-2,2
1541872950866995,-23,-6,12,17,-1,-1,-2,-6
1541872950867954,2,-4,1,4,1,-2,-1,1
1541872950867954,15,-3,-14,-14,-4,-1,10,1
1541872950880971,-5,-1,15,36,1,-2,-16,-4
1541872950880971,8,-1,-13,-35,2,3,12,4
1541872950888977,-3,5,8,-1,-1,0,0,-1
1541872950888977,-1,-1,3,1,-3,-1,3,-1
1541872950904987,-8,-7,-9,25,0,-1,6,-1
1541872950904987,3,0,9,-4,-3,0,-8,-5
1541872950904987,3,2,-1,-38,1,-1,-3,-2
1541872950904987,-7,-4,6,24,-4,-3,-3,-4
1541872950926992,-3,4,-4,-5,0,0,4,0
1541872950926992,12,40,11,-18,-2,-3,-5,-1
1541872950927998,4,12,10,21,0,0,2,5
1541872950927998,-16,-3,3,12,2,-1,-1,3
1541872950950009,13,3,-7,-25,-5,-2,1,-3
1541872950950009,0,-13,2,13,-1,1,0,-6
1541872950950009,-9,-5,-6,-8,2,0,-2,-2
1541872950950009,9,1,7,-3,1,-1,1,4
1541872950964040,0,3,14,-9,-4,-2,1,-1
1541872950964040,2,-4,-36,9,-4,-2,-5,0
1541872950972047,13,-2,1,-10,-3,3,0,-1
1541872950972047,-34,-14,-2,-9,-1,-1,-2,-7
1541872950987059,13,-6,-8,-15,2,1,2,-2
1541872950987059,-11,-9,11,-13,-2,0,-1,-1
1541872950988061,4,-21,6,36,3,-1,1,6
1541872950988061,7,-3,-1,36,6,0,0,5
1541872951009078,-2,11,-10,-62,-8,-2,1,-13
1541872951009078,-13,2,-1,31,5,0,-1,3
1541872951010059,-2,-5,-6,-4,-7,-4,-5,-7
1541872951010059,7,2,7,-27,-2,3,1,3
1541872951024090,7,-8,-18,10,2,-1,2,6
1541872951024090,-6,-11,14,21,2,-1,-3,-8
1541872951025080,8,15,-7,-6,-1,-2,1,-2
1541872951025080,-29,-6,2,18,3,0,1,-5
1541872951047144,3,1,-3,-5,-4,-2,-2,4
1541872951047144,1,3,1,-22,-5,-1,7,-3
1541872951048127,-11,-3,2,21,3,0,-14,0
1541872951048127,23,11,-8,-55,-9,-3,-4,-1
1541872951069126,-16,-10,0,16,5,3,11,1
1541872951069126,7,-13,0,4,0,-1,-8,3
1541872951070109,-16,-11,2,-8,-6,-1,5,-5
1541872951070109,7,-7,-7,-22,-4,-3,0,8
1541872951084139,33,14,-13,5,-4,-2,-11,-14
1541872951084139,-41,12,14,-2,0,-1,4,-1
1541872951085130,-9,-15,-6,6,0,0,1,-1
1541872951085130,1,-3,-15,-3,6,3,0,-2
1541872951107142,-7,-4,4,19,-1,-1,6,5
1541872951107142,14,2,-5,-2,1,0,-3,1
1541872951108143,5,8,-9,-29,-6,0,1,3
1541872951108143,-23,13,18,19,1,-4,-3,-16
1541872951129212,8,0,-4,-8,2,-1,-9,13
1541872951129212,20,1,-15,-1,-3,-1,9,6
1541872951130176,0,-4,-2,19,-2,-2,0,-2
1541872951130176,6,-6,-28,-50,0,2,5,1
1541872951144224,-12,-14,24,36,-3,-3,-5,-7
1541872951144224,-16,-7,8,33,5,-1,2,0
1541872951145185,27,7,-12,-21,-4,-2,-26,0
1541872951145185,-8,-6,-15,-12,-4,-3,19,-9
1541872951167202,-5,-1,-7,-13,-1,0,2,-2
1541872951167202,-2,-9,-11,-11,3,1,-4,-1
1541872951168199,-3,3,15,12,-2,-1,12,0
1541872951168199,8,-9,2,-5,0,-1,-11,-2
1541872951189225,2,8,3,23,2,-2,-4,2
1541872951189225,7,8,-1,-47,-5,-3,7,0
1541872951190217,-12,9,5,19,-2,-3,-4,-8
1541872951190217,13,-9,18,26,1,0,-10,10
1541872951204237,-4,0,-33,-41,-2,0,12,8
1541872951204237,5,1,0,37,3,3,-3,1
1541872951205219,-8,1,-1,-17,1,-2,13,-8
1541872951205219,-3,-8,0,39,3,0,-30,-6
1541872951227253,5,-12,31,-31,-5,2,6,-1
1541872951227253,-14,-3,-2,6,4,3,4,2
1541872951228292,0,3,-1,-27,-2,0,5,1
1541872951228292,9,7,-7,19,-4,-4,15,8
1541872951249275,29,-4,1,-11,3,1,-5,-9
1541872951249275,1,-2,-3,-8,-12,-6,-11,0
1541872951250256,0,6,9,23,7,2,6,7
1541872951250256,13,1,3,-27,-8,-3,-7,-6
1541872951264270,-18,-8,-10,-1,1,1,1,4
1541872951264270,-8,3,16,-5,2,2,1,-10
1541872951265269,-4,-4,-12,5,-1,1,-5,1
1541872951265269,11,11,3,-3,-2,-1,3,3
1541872951287341,-20,2,0,19,1,-3,-4,-3
1541872951287341,19,-9,5,5,-2,-3,-1,1
1541872951288342,-8,-11,-13,-11,-1,0,-4,-3
1541872951288342,-11,-2,4,-7,4,4,2,-2
1541872951309325,5,-3,1,-12,-4,-4,1,1
1541872951309325,14,2,7,30,-1,-3,-7,2
1541872951310307,5,5,-4,-38,4,0,8,4
1541872951310307,-24,2,-16,49,-5,-5,-14,-14
1541872951324318,25,0,-8,18,2,-2,-2,10
1541872951324318,21,-20,-2,-54,-3,-1,-3,-5
1541872951325319,-16,20,-10,-7,-6,-3,-6,-4
1541872951325319,-18,-6,15,-3,3,3,11,-6
1541872951347391,3,0,5,-9,1,1,-2,-4
1541872951347391,5,4,-12,9,-6,-3,-9,-7
1541872951348357,2,-6,6,38,4,-1,-4,7
1541872951348357,22,8,15,-52,-8,0,9,6
1541872951369375,-50,16,-10,54,2,-2,-4,-15
1541872951369375,-3,19,-10,-25,2,4,6,-2
1541872951370365,-13,-15,-18,-19,-7,-3,-7,-6
1541872951370365,-3,-4,-4,13,1,0,-4,1
1541872951384386,1,7,8,-4,-2,0,-3,0
1541872951384386,-15,1,6,15,5,-1,0,2
1541872951385387,-6,-18,-7,15,-1,0,0,3
1541872951385387,10,18,-14,-29,0,0,-2,3
1541872951406440,-2,-29,12,0,-5,-3,3,1
1541872951406440,20,1,-11,5,0,-2,-4,-8
1541872951414447,-2,3,20,20,2,0,1,3
1541872951414447,-4,-14,-14,-20,2,-1,3,0
1541872951429424,6,8,-7,-29,-9,-4,3,-3
1541872951429424,-43,-9,1,16,5,3,4,-2
1541872951430411,17,11,9,-5,1,0,-12,6
1541872951430411,-1,-3,-4,8,2,0,9,3
1541872951452425,-8,7,15,11,-3,-1,0,-1
1541872951452425,-2,-7,-12,-12,-5,-3,-4,10
1541872951453423,-7,-20,10,17,3,-2,-16,-21
1541872951453423,-1,-5,2,-16,1,0,25,4
1541872951475499,21,-6,-6,6,-2,-2,-8,4
1541872951475499,-4,3,10,-3,2,2,6,-2
1541872951476497,-3,3,8,1,1,-2,-5,3
1541872951476497,0,-1,2,21,3,0,-14,-2
1541872951489472,-7,-4,-2,6,0,-2,1,-8
1541872951489472,2,-12,-20,-40,-10,-4,-6,6
1541872951490474,15,25,9,-1,-2,0,8,2
1541872951490474,-15,-10,7,8,6,5,-2,-3
1541872951512487,-7,-5,3,56,6,1,2,1
1541872951512487,-3,10,-28,-80,-16,-6,-6,-1
1541872951513473,0,-2,-5,-31,-7,-3,3,0
1541872951513473,1,8,-8,24,0,-4,-2,-4
1541872951535546,0,-4,-5,-9,1,1,-5,0
1541872951535546,-21,28,16,46,7,3,1,-1
1541872951536549,3,3,-4,-15,-2,2,12,1
1541872951536549,-2,-11,-3,8,0,-1,-14,-2
1541872951549558,8,3,10,-14,0,0,-2,-3
1541872951549558,-20,-13,-23,28,-1,-5,-3,2
1541872951550519,-13,0,0,-9,-1,1,5,-9
1541872951550519,10,15,0,12,2,2,-4,5
1541872951572541,-2,2,2,-22,-3,-1,8,4
1541872951572541,15,-5,-8,-31,-6,-3,-18,17
1541872951573523,3,-16,13,23,5,2,11,5
1541872951573523,7,-9,-11,-5,-4,-4,-16,-5
1541872951595596,1,0,-13,-18,-7,-1,2,-4
1541872951595596,-6,-11,-6,-10,-1,0,5,-3
1541872951596557,7,3,-5,3,-3,-3,-3,0
1541872951596557,-15,-5,0,-12,-3,-3,3,-4
1541872951609571,9,6,2,-22,0,3,0,7
1541872951609571,4,1,23,48,4,-1,-2,-8
1541872951610573,14,2,-9,-1,-1,-2,-2,1
1541872951610573,15,8,2,-7,-3,1,3,1
1541872951632591,-32,-29,-24,-1,-1,-3,-8,-7
1541872951632591,7,-2,18,47,10,2,3,-2
1541872951633578,-8,-7,-23,-72,-20,-4,-2,-1
1541872951633578,-6,-6,8,3,1,-1,-1,1
1541872951655610,-10,-7,-1,-11,-2,-2,-1,2
1541872951655610,18,3,-11,-9,2,3,2,-8
1541872951656599,-11,-4,-7,31,7,2,0,-1
1541872951656599,2,-2,0,-9,0,1,-2,1
1541872951669603,6,14,21,20,0,-1,-1,-2
1541872951669603,0,4,13,-24,-1,0,3,4
1541872951670603,3,5,4,15,2,0,-2,-3
1541872951670603,-40,3,-1,-26,-7,-3,1,-4
1541872951692622,3,-3,-16,9,3,1,1,-7
1541872951692622,-11,-4,5,-19,2,2,-1,5
1541872951694636,-20,-8,4,20,2,0,0,-1
1541872951694636,13,2,-4,26,-5,-3,2,1
1541872951714640,9,2,-1,-41,-7,-1,-10,-1
1541872951714640,-4,2,-8,-27,-10,-4,-1,-8
1541872951722660,6,-13,-2,55,13,4,1,2
1541872951722660,0,-14,-7,-36,-4,-1,2,-1
1541872951728650,4,22,10,18,-1,-1,0,3
1541872951728650,8,-7,-2,18,1,2,2,-5
1541872951737673,-12,9,1,-9,-2,-3,-5,2
1541872951737673,21,-3,2,49,3,0,1,-3
1541872951752725,-9,-9,-20,-49,-8,-4,-3,0
1541872951752725,13,1,12,3,1,1,1,-1
1541872951754691,-15,-6,12,22,-1,-2,0,-1
1541872951754691,0,21,-15,-32,-6,0,-1,3
1541872951775696,6,3,27,30,7,2,2,-4
1541872951775696,1,6,4,15,1,-3,-3,-1
1541872951776706,-3,0,-12,-36,-8,-4,0,3
1541872951776706,13,3,8,31,9,5,2,-4
1541872951788755,-15,-2,-8,5,5,2,-4,-5
1541872951788755,4,-6,26,17,-5,0,9,3
1541872951797708,1,38,-7,-5,1,1,-7,-3
1541872951797708,-25,-6,-12,-23,-5,-3,-1,-10
1541872951812740,-5,-2,5,45,8,3,11,15
1541872951812740,9,11,-1,-20,-1,-4,-4,-1
1541872951814741,0,-8,0,-3,-7,-4,-3,-4
1541872951814741,-44,4,18,1,1,0,-4,1
1541872951835801,5,-5,-13,-7,3,3,3,-5
1541872951835801,-4,-14,5,14,-1,0,13,0
1541872951836756,-4,-6,-17,-56,-9,-1,-12,-5
1541872951836756,27,-14,4,23,-1,-6,-7,-2
1541872951848805,5,9,-7,2,0,-3,-15,-4
1541872951848805,-14,-11,4,22,4,2,-1,-2
1541872951857774,7,0,2,0,4,1,14,0
1541872951857774,7,1,2,4,-2,1,3,8
1541872951872825,0,-1,-9,-18,-3,-4,-4,-5
1541872951872825,-3,-13,7,22,3,-2,-3,1
1541872951874791,-21,-12,-13,-5,2,0,-3,-3
1541872951874791,3,-14,-6,-32,-9,-5,-2,3
1541872951895791,-3,-5,18,13,2,3,6,-2
1541872951895791,7,6,-5,19,1,0,-4,-2
1541872951896788,-14,-11,12,7,2,0,2,-8
1541872951896788,7,5,3,-36,2,-1,-4,11
1541872951908831,4,-1,-9,46,2,-2,0,-8
1541872951908831,4,9,-16,-61,-9,-1,-3,-2
1541872951917808,6,-2,5,8,-1,-1,-8,-3
1541872951917808,2,4,7,8,-2,-1,5,-4
1541872951932873,-6,3,1,-8,-6,-3,5,5
1541872951932873,13,-4,-7,-24,-2,-1,-15,-6
1541872951934860,9,8,-3,9,1,-1,0,7
1541872951934860,-6,31,0,-9,2,3,0,0
1541872951954853,-10,-7,9,31,-5,0,4,-1
1541872951954853,-12,-6,-12,-33,-8,-3,1,-2
1541872951956853,12,-3,-5,9,0,-2,-2,2
1541872951956853,-3,-5,1,12,3,-2,-9,-7
1541872951968903,-26,-4,-8,-4,0,-2,5,-1
1541872951968903,-2,4,-41,-35,-3,-1,0,-5
1541872951977858,0,4,29,-3,0,1,3,2
1541872951977858,10,0,-16,41,7,0,8,4
1541872951999929,15,-3,7,-62,-12,-5,-19,-2
1541872951999929,-21,-6,19,37,1,-1,7,3
1541872952001890,2,39,-2,7,1,0,3,-5
1541872952001890,7,-2,17,33,4,1,-4,-5
1541872952014889,7,-2,-22,-39,-3,2,1,5
1541872952014889,3,1,-3,23,1,-4,14,-1
1541872952016903,2,-7,3,-21,-3,-3,-23,-1
1541872952016903,-13,1,2,1,5,3,6,-5
1541872952028919,20,-8,3,14,-3,-3,-3,-1
1541872952028919,-22,10,-12,-4,2,0,0,-2
1541872952037906,16,15,16,32,6,-1,-3,-12
1541872952037906,2,-9,12,-51,-10,-2,4,10
1541872952052937,2,-14,-42,-9,3,1,1,-1
1541872952052937,9,-3,9,36,4,3,4,4
1541872952054933,-7,-12,-13,-38,-9,-2,3,-4
1541872952054933,-9,-4,-3,17,-3,-2,-6,-6
1541872952074939,1,8,5,-29,-5,-5,-2,0
1541872952074939,2,11,14,14,5,2,-4,3
1541872952076938,-12,-2,-3,56,5,1,5,0
1541872952076938,18,-6,2,-59,-11,-1,0,-1
1541872952089004,-7,3,-10,21,8,3,-1,2
1541872952089004,-24,-18,-27,-47,-11,-5,-4,-6
1541872952097955,10,-14,1,2,0,-2,-8,1
1541872952097955,-21,-2,-5,5,0,0,-6,5
1541872952113022,18,-1,18,13,1,0,4,-10
1541872952113022,38,-9,40,27,3,0,5,11
1541872952114991,-37,2,-26,-65,-8,0,0,-7
1541872952114991,-18,-11,-19,54,5,-1,3,6
1541872952135004,-24,11,8,-50,-4,0,-7,-6
1541872952135004,15,3,1,27,4,-1,0,1
1541872952136997,-1,-14,-7,-10,-9,-3,4,-7
1541872952136997,-7,-5,-3,2,2,0,-1,-2
1541872952149017,-6,-4,8,45,4,-1,-3,0
1541872952149017,-1,9,4,6,-1,-2,2,-11
1541872952158014,6,-5,-12,-20,-5,-3,11,18
1541872952158014,-16,1,1,7,4,0,-7,-14
1541872952173071,31,1,1,13,4,0,4,8
1541872952173071,-29,-18,-21,-36,-9,-2,-5,0
1541872952174071,8,-9,25,42,11,4,9,0
1541872952174071,1,0,32,-32,-8,-4,1,-6
1541872952195054,-4,-5,-16,18,5,-1,-2,0
1541872952195054,37,4,-20,-41,-9,3,-4,27
1541872952197047,-68,-28,4,3,-2,-7,-12,-26
1541872952197047,17,6,-8,17,-2,0,7,0
1541872952209065,-32,-11,-3,0,4,5,-3,-9
1541872952209065,18,13,1,-26,-2,-1,7,8
1541872952218063,21,6,5,32,6,0,-4,8
1541872952218063,39,12,30,5,-5,-4,7,6
1541872952232121,-11,-9,-26,-13,-6,-5,-23,-10
1541872952232121,-29,-10,-23,17,7,0,-1,-20
1541872952239126,6,-1,-15,-15,-4,4,0,3
1541872952239126,-9,-32,-25,-21,-6,-5,-5,0
1541872952255103,5,8,40,34,1,0,13,3
1541872952255103,-1,9,-19,47,3,-4,-11,-9
1541872952257090,10,-1,1,-53,-8,2,3,5
1541872952257090,-51,-2,-23,8,10,8,5,-11
1541872952269115,74,7,18,-19,-15,-9,-10,26
1541872952269115,-18,-1,12,18,0,-3,-10,-10
1541872952278114,20,-4,0,-7,0,-2,-2,-6
1541872952278114,30,4,-7,22,-2,-2,-8,8
1541872952292134,8,8,2,-36,-2,2,8,9
1541872952292134,1,15,11,11,-2,0,3,11
1541872952300141,-18,-32,-7,-7,-3,-4,-9,-14
1541872952300141,-8,-27,2,-57,-6,-6,-6,-4
1541872952317154,7,-1,-3,-23,-9,-4,-3,23
1541872952317154,15,11,-7,25,7,4,5,-11
1541872952318136,3,-3,-15,-3,-1,-1,5,6
1541872952318136,-7,-2,8,4,-2,-1,-4,-11
1541872952338207,-30,-3,16,22,11,3,-4,0
1541872952338207,-21,-14,-30,-35,-7,-3,10,-2
1541872952339208,9,12,14,12,4,2,4,11
1541872952339208,-26,1,-45,16,4,-3,0,-16
1541872952352184,-5,10,11,-37,-8,-3,0,-14
1541872952352184,-19,-9,24,9,6,0,-5,-5
1541872952359190,22,15,-1,6,1,1,6,33
1541872952359190,17,7,0,15,-4,-7,6,-24
1541872952375202,-17,-13,-14,12,2,3,3,4
1541872952375202,11,-12,3,-16,-5,-4,-5,-17
1541872952377204,-18,4,-1,-8,0,4,2,-6
1541872952377204,6,3,0,24,9,2,-2,11
1541872952398221,10,6,13,-31,-8,-3,1,7
1541872952398221,2,-1,-7,17,4,-1,3,9
1541872952399217,-12,10,5,-22,-6,-3,-9,5
1541872952399217,-20,-7,2,17,-6,0,-4,-7
1541872952412232,-9,11,1,40,8,0,8,8
1541872952412232,19,3,-2,-48,-4,0,-14,-20
1541872952419239,14,14,6,31,0,-3,3,-5
1541872952419239,8,1,-6,-20,0,1,2,22
1541872952435253,-19,-6,-7,16,3,-3,-6,-26
1541872952435253,-15,8,14,-25,-3,1,11,9
1541872952437254,78,-31,26,14,2,2,-1,16
1541872952437254,-56,-7,-48,-9,-4,-4,2,-21
1541872952458270,62,11,15,34,-1,-3,0,17
1541872952458270,-28,-2,-4,-32,-1,3,2,-7
1541872952459263,4,1,31,11,1,-2,0,-16
1541872952459263,11,-16,31,21,9,6,-5,12
1541872952472279,11,-1,-30,-43,-8,-5,4,-2
1541872952472279,-12,-7,13,20,-1,-3,7,0
1541872952479324,-5,13,-14,4,-10,-4,-13,2
1541872952479324,6,-3,6,-25,6,2,0,1
1541872952495337,-37,3,22,49,5,5,1,-12
1541872952495337,14,-29,-8,0,-3,-3,-7,21
1541872952497303,-17,-8,-31,-9,5,1,2,-42
1541872952497303,7,6,4,2,-6,-2,-2,-1
1541872952518301,30,-3,-10,-48,-6,-3,0,5
1541872952518301,-18,8,1,40,6,3,-4,8
1541872952519301,2,1,26,-18,-3,-6,-3,-17
1541872952519301,-1,15,14,-21,-5,2,-2,-3
1541872952531366,-61,-13,-14,-10,-2,-3,11,-21
1541872952531366,31,-11,8,33,1,-2,-23,14
1541872952540320,-19,-7,-22,-5,7,4,-2,3
1541872952540320,6,5,-7,-42,-7,-3,-3,13
1541872952555351,-32,-6,-21,35,-2,-3,-2,-32
1541872952555351,33,26,14,-6,-5,0,3,14
1541872952557353,-43,-19,-32,5,2,2,-1,-24
1541872952557353,36,15,16,7,3,1,3,-8
1541872952578368,4,-24,-33,-14,1,1,-1,4
1541872952578368,-8,18,43,2,-8,-7,-3,-16
1541872952579361,-5,8,-31,7,2,-1,-1,19
1541872952579361,13,-5,-16,18,0,3,2,9
1541872952591381,-2,-1,-1,-36,-3,0,-4,-5
1541872952591381,1,0,16,10,5,1,0,-3
1541872952600378,-13,6,-2,26,1,2,3,3
1541872952600378,45,11,9,-60,-12,-7,-2,7
1541872952615400,-23,-15,-2,12,0,0,-4,4
1541872952615400,-8,-29,-27,-22,0,3,1,-8
1541872952617402,2,2,1,-21,-3,1,2,1
1541872952617402,12,3,8,-4,-2,-2,-2,0
1541872952638411,22,1,21,32,2,0,0,-1
1541872952638411,-36,-10,5,41,2,-3,-1,-1
1541872952639411,2,-5,-8,-28,-5,0,1,12
1541872952639411,5,4,7,-15,0,1,0,-16
1541872952651432,-8,6,-3,1,4,0,0,1
1541872952651432,-1,6,20,-22,-7,-1,0,-7
1541872952660420,4,-1,-28,24,1,-2,0,9
1541872952660420,8,11,5,32,4,2,0,7
1541872952675485,-11,5,9,-33,-11,-6,-3,-5
1541872952675485,12,1,-12,-1,3,0,-1,-6
1541872952677487,-12,-2,14,-2,-1,-3,1,14
1541872952677487,16,-17,-16,1,-1,0,-4,-11
1541872952697469,-1,47,21,24,5,1,-1,2
1541872952697469,0,6,-14,-21,0,1,-3,-5
1541872952699451,1,3,3,17,4,30,2,7
1541872952699451,-38,-7,-12,-27,-15,-39,-5,-6
1541872952711481,12,-2,10,6,2,2,-1,4
1541872952711481,-8,10,-20,-67,-11,-1,-2,-2
1541872952720467,12,14,34,53,7,0,1,-8
1541872952720467,-7,1,-6,-4,2,11,2,5
1541872952735499,-4,-10,-15,-27,-6,-3,-1,-3
1541872952735499,8,-6,-12,41,-8,-6,-1,2
1541872952737506,13,-5,-8,-1,9,-1,-1,-1
1541872952737506,-16,3,2,31,7,8,0,3
1541872952757514,5,-15,-12,0,4,1,3,4
1541872952757514,-6,-2,5,-37,-8,0,-3,-6
1541872952759500,-4,-4,7,-27,-13,-11,-4,-5
1541872952759500,-20,1,-10,28,0,-1,-1,9
1541872952771564,6,-4,3,-4,1,2,1,-2
1541872952771564,-1,-1,1,35,11,3,1,2
1541872952780518,31,5,-7,-13,-10,-8,-1,-4
1541872952780518,-4,-1,8,-10,-1,2,0,1
1541872952795548,11,-2,-5,38,7,0,-2,-2
1541872952795548,-10,-1,6,-13,-4,-3,-2,5
1541872952797551,-16,3,-13,8,-2,-8,0,-8
1541872952797551,8,0,0,13,-1,4,0,11
1541872952817568,1,0,-7,-5,-1,8,-1,-1
1541872952817568,6,1,5,32,11,-15,1,-2
1541872952819559,-1,3,17,-61,-18,15,0,0
1541872952819559,-6,-2,-4,23,14,-5,3,-3
1541872952831580,-11,-5,3,-2,-8,0,-2,-4
1541872952831580,1,0,7,29,11,4,0,0
1541872952840567,0,-4,-9,8,-1,-8,-3,-2
1541872952840567,-9,1,7,5,-4,2,-1,-5
1541872952855581,14,3,6,-5,-1,1,1,6
1541872952855581,-12,-2,-38,-6,1,1,-1,-4
1541872952856594,2,1,17,-30,-4,-3,1,2
1541872952856594,-4,-7,10,88,-13,-8,-6,-8
1541872952877612,-7,-6,-9,9,-5,-11,-3,-4
1541872952877612,-3,-2,-9,-89,-17,6,3,-2
