timestamp,x,y,z,w
1541872950161359,-0.196716,-0.376099,0.883118,0.19989
1541872950186396,-0.196472,-0.376282,0.883179,0.199585
1541872950206397,-0.196167,-0.376465,0.883179,0.199341
1541872950221409,-0.195862,-0.37677,0.883179,0.19928
1541872950245429,-0.19574,-0.376953,0.883057,0.19928
1541872950266460,-0.195618,-0.377319,0.882996,0.19928
1541872950323503,-0.195374,-0.377625,0.882874,0.199341
1541872950324495,-0.195251,-0.378052,0.88269,0.199402
1541872950325505,-0.195129,-0.378235,0.882629,0.199524
1541872950338517,-0.19519,-0.378479,0.882507,0.199524
1541872950356535,-0.19519,-0.378418,0.882507,0.199524
1541872950379558,-0.19519,-0.378418,0.882507,0.199524
1541872950398569,-0.19519,-0.378418,0.882568,0.199524
1541872950433640,-0.19519,-0.378357,0.882568,0.199524
1541872950439608,-0.194885,-0.378357,0.882629,0.199463
1541872950454620,-0.194641,-0.378418,0.88269,0.199341
1541872950485641,-0.194275,-0.378418,0.882813,0.199036
1541872950491651,-0.193787,-0.378662,0.882874,0.198853
1541872950513669,-0.193298,-0.378723,0.882996,0.198669
1541872950536687,-0.192993,-0.379089,0.882996,0.198425
1541872950551701,-0.192749,-0.37915,0.883057,0.19812
1541872950573718,-0.192505,-0.3797,0.882996,0.197815
1541872950596738,-0.192322,-0.379883,0.882996,0.19751
1541872950611750,-0.192017,-0.380066,0.882996,0.197327
1541872950633803,-0.191833,-0.38031,0.882996,0.197144
1541872950656786,-0.191467,-0.380554,0.882996,0.19696
1541872950671795,-0.191101,-0.380676,0.883057,0.196655
1541872950693817,-0.190735,-0.380981,0.883179,0.196167
1541872950716831,-0.190247,-0.381592,0.883118,0.195679
1541872950731848,-0.189819,-0.382202,0.883057,0.195313
1541872950753867,-0.18927,-0.38269,0.882996,0.194946
1541872950776885,-0.18866,-0.382996,0.883057,0.194702
1541872950791894,-0.187988,-0.38324,0.883118,0.194519
1541872950813916,-0.187256,-0.383606,0.883179,0.194214
1541872950836919,-0.186401,-0.383911,0.883301,0.194092
1541872950851957,-0.185547,-0.384094,0.883362,0.194092
1541872950873965,-0.184692,-0.384338,0.883423,0.194031
1541872950895984,-0.183838,-0.384888,0.883423,0.19397
1541872950910995,-0.182922,-0.385376,0.883484,0.193604
1541872950934051,-0.181824,-0.385986,0.883484,0.193298
1541872950956034,-0.180481,-0.386536,0.883545,0.193115
1541872950973047,-0.179077,-0.386719,0.88385,0.192749
1541872950994064,-0.177734,-0.387024,0.884155,0.192139
1541872951016082,-0.17627,-0.387207,0.884521,0.191345
1541872951031078,-0.174683,-0.387329,0.884949,0.190491
1541872951054098,-0.173096,-0.387573,0.885315,0.189819
1541872951076115,-0.171814,-0.387878,0.885559,0.189209
1541872951091144,-0.170349,-0.387878,0.885925,0.188721
1541872951114147,-0.168884,-0.387756,0.886414,0.18811
1541872951136218,-0.167419,-0.387878,0.88678,0.187439
1541872951151194,-0.165771,-0.388062,0.887146,0.186768
1541872951174194,-0.16394,-0.388367,0.887451,0.186218
1541872951196232,-0.161926,-0.388428,0.887939,0.185669
1541872951211245,-0.159729,-0.388123,0.88855,0.18512
1541872951234263,-0.157593,-0.387695,0.889282,0.184387
1541872951256280,-0.155457,-0.387024,0.890076,0.183655
1541872951271288,-0.153259,-0.386353,0.890869,0.183044
1541872951294313,-0.151001,-0.385559,0.891785,0.182373
1541872951316313,-0.148621,-0.384338,0.892822,0.18158
1541872951331338,-0.146118,-0.382813,0.894104,0.180603
1541872951354398,-0.143555,-0.380371,0.895752,0.179688
1541872951376361,-0.141052,-0.377991,0.897339,0.178833
1541872951391375,-0.138611,-0.375916,0.898743,0.178223
1541872951415392,-0.136047,-0.374023,0.899963,0.177917
1541872951436430,-0.133606,-0.372131,0.901123,0.177856
1541872951454425,-0.13147,-0.369812,0.902344,0.17804
1541872951476497,-0.129883,-0.36731,0.903503,0.178406
1541872951496478,-0.128235,-0.36499,0.904602,0.178711
1541872951514493,-0.126526,-0.363098,0.905579,0.179138
1541872951536549,-0.124756,-0.361145,0.906433,0.17981
1541872951556528,-0.122986,-0.359009,0.907349,0.180908
1541872951574524,-0.121277,-0.357117,0.90802,0.182251
1541872951596557,-0.11969,-0.355286,0.90863,0.183716
1541872951616578,-0.117859,-0.353577,0.90918,0.185486
1541872951634593,-0.115906,-0.351563,0.909851,0.187378
1541872951656599,-0.113831,-0.349487,0.910522,0.18927
1541872951676622,-0.111694,-0.347351,0.911255,0.19104
1541872951693625,-0.109253,-0.345215,0.911926,0.192932
1541872951722660,-0.106873,-0.342957,0.91272,0.194763
1541872951736660,-0.104309,-0.340759,0.913391,0.196716
1541872951753673,-0.101501,-0.33844,0.914124,0.198669
1541872951775696,-0.0986328,-0.335876,0.914978,0.200439
1541872951796721,-0.0955811,-0.33313,0.915955,0.202087
1541872951813739,-0.0924683,-0.33075,0.916809,0.203552
1541872951835801,-0.0888672,-0.328735,0.917542,0.205139
1541872951856811,-0.085083,-0.326599,0.918335,0.206665
1541872951873790,-0.0812988,-0.324158,0.919189,0.208191
1541872951895791,-0.0772705,-0.322266,0.919922,0.209412
1541872951916861,-0.072998,-0.320801,0.920532,0.210754
1541872951933822,-0.0686646,-0.319153,0.921082,0.211975
1541872951955838,-0.0646362,-0.317993,0.921509,0.213196
1541872951976911,-0.0609741,-0.317444,0.921692,0.214417
1541872952000891,-0.0576782,-0.317261,0.921692,0.215515
1541872952015903,-0.0545654,-0.317017,0.921753,0.216492
1541872952036924,-0.0519409,-0.31665,0.921814,0.217407
1541872952053938,-0.0499268,-0.316528,0.921753,0.218201
1541872952075937,-0.0482178,-0.316833,0.921631,0.218811
1541872952097012,-0.0466919,-0.317871,0.921265,0.219116
1541872952114024,-0.0454712,-0.319214,0.920837,0.219299
1541872952136000,-0.0444336,-0.320923,0.920288,0.219177
1541872952157023,-0.0432739,-0.32251,0.919861,0.218811
1541872952174071,-0.041687,-0.324829,0.91925,0.218445
1541872952196035,-0.0395508,-0.327881,0.918396,0.217896
1541872952217053,-0.0370483,-0.330933,0.917603,0.216858
1541872952233081,-0.0343018,-0.333801,0.917053,0.215454
1541872952256085,-0.0314331,-0.336792,0.916504,0.213379
1541872952277122,-0.0285645,-0.339172,0.916321,0.210999
1541872952300141,-0.0258789,-0.341492,0.916016,0.208801
1541872952318136,-0.0233765,-0.344299,0.915466,0.20697
1541872952339208,-0.020874,-0.34729,0.914734,0.205322
1541872952353185,-0.0186768,-0.350464,0.91394,0.203613
1541872952376185,-0.0172729,-0.353821,0.913147,0.20166
1541872952399217,-0.0165405,-0.357361,0.91217,0.199646
1541872952413235,-0.0161743,-0.361389,0.911072,0.19751
1541872952436252,-0.0157471,-0.36615,0.909607,0.195618
