timestamp,x,y,z
1541872381098490,0.0151367,-0.605957,0.820801
1541872381120543,0.00439453,-0.597656,0.821289
1541872381135541,0.00195313,-0.587891,0.811035
1541872381158541,0.00537109,-0.583008,0.810547
1541872381180566,0.00341797,-0.61377,0.805664
1541872381195589,0.0102539,-0.611816,0.801758
1541872381234622,0.0117188,-0.611328,0.802734
1541872381236615,-0.00341797,-0.612793,0.801758
1541872381249630,0.00146484,-0.604004,0.811035
1541872381272635,0.00732422,-0.600586,0.811035
1541872381286660,0.0131836,-0.602051,0.803711
1541872381315688,0.00732422,-0.591797,0.800781
1541872381359725,0.00292969,-0.623535,0.798828
1541872381369734,-0.00439453,-0.642578,0.807617
1541872381370714,0.000488281,-0.620117,0.812012
1541872381383726,0.00976563,-0.620605,0.804688
1541872381404762,0.0126953,-0.622559,0.819824
1541872381427781,-0.00195313,-0.594727,0.793457
1541872381445795,-0.00732422,-0.588379,0.775879
1541872381464811,0.00390625,-0.593262,0.765625
1541872381487826,0.019043,-0.609375,0.773438
1541872381505827,0.0195313,-0.624023,0.763672
1541872381524856,0.00927734,-0.614258,0.736816
1541872381550863,0,-0.627441,0.740234
1541872381564894,0.00292969,-0.66748,0.736328
1541872381584910,0.00585938,-0.701172,0.744629
1541872381607924,0.015625,-0.70752,0.745117
1541872381624945,0.0200195,-0.70752,0.759766
1541872381644960,0.0136719,-0.737305,0.791016
1541872381666978,0.0297852,-0.759277,0.808594
1541872381684987,0.0102539,-0.765625,0.828613
1541872381704993,0.0224609,-0.672363,0.827637
1541872381727063,0.0800781,-0.693848,0.818359
1541872381745026,0.146973,-0.778809,0.803223
1541872381766083,0.174805,-0.762207,0.77832
1541872381787077,0.273438,-0.648926,0.726563
1541872381805074,0.394531,-0.643066,0.615234
1541872381826107,0.426758,-0.764648,0.600098
1541872381847163,0.435059,-0.827637,0.604004
1541872381865132,0.385742,-0.84668,0.578125
1541872381886139,0.347656,-0.779297,0.626465
1541872381907176,0.279785,-0.72998,0.594238
1541872381925173,0.210449,-0.760742,0.599121
1541872381946198,0.125977,-0.807129,0.599121
1541872381967225,0.0649414,-0.79248,0.57959
1541872381985220,-0.00341797,-0.768066,0.546875
1541872382006238,-0.0444336,-0.756348,0.513672
1541872382027294,-0.0512695,-0.773438,0.511719
1541872382045270,-0.103027,-0.774414,0.526855
1541872382066287,-0.17041,-0.773438,0.505371
1541872382087315,-0.194824,-0.778809,0.432617
1541872382106323,-0.141113,-0.82373,0.440918
1541872382126345,-0.090332,-0.852051,0.422363
1541872382147369,-0.14502,-0.763184,0.4375
1541872382165370,-0.102051,-0.760742,0.407227
1541872382188404,-0.0327148,-0.894531,0.367188
1541872382207423,-0.0175781,-0.876465,0.383301
1541872382225434,-0.0463867,-0.841797,0.478027
1541872382254445,0.0429688,-0.864746,0.481934
1541872382268512,0.159668,-0.864258,0.520508
1541872382284482,0.27832,-0.799805,0.505371
1541872382307501,0.426758,-0.845703,0.491699
1541872382328558,0.403809,-0.901855,0.493164
1541872382350542,0.470215,-0.902344,0.456055
1541872382367551,0.53418,-0.905273,0.41748
1541872382389565,0.627441,-1.01074,0.363281
1541872382410626,0.611816,-0.850098,0.322266
1541872382426604,0.679199,-0.78125,0.298828
1541872382449604,0.680664,-0.726074,0.381836
1541872382470675,0.544434,-0.685547,0.439941
1541872382486646,0.560547,-0.813965,0.45166
1541872382509653,0.549805,-0.860352,0.472656
1541872382530690,0.566406,-0.872559,0.42041
1541872382546687,0.570313,-0.72998,0.418457
1541872382569717,0.710449,-0.641113,0.290039
1541872382590719,0.762207,-0.635254,0.310547
1541872382606735,0.699707,-0.546875,0.362793
1541872382629766,0.619141,-0.349609,0.352539
1541872382650769,0.668945,-0.375,0.390625
1541872382666837,0.73584,-0.475098,0.274902
1541872382689821,0.714844,-0.32959,0.262207
1541872382713835,0.726074,-0.228516,0.296875
1541872382726887,0.728027,-0.246582,0.276855
1541872382749853,0.747559,-0.288086,0.289063
1541872382771885,0.777344,-0.361328,0.296387
1541872382786937,0.763672,-0.498047,0.320313
1541872382809903,0.743164,-0.592285,0.341797
1541872382831934,0.817383,-0.62793,0.353516
1541872382852955,0.905762,-0.628906,0.354492
1541872382869965,0.955566,-0.649414,0.34375
1541872382891971,0.955566,-0.679199,0.318359
1541872382913004,0.879395,-0.682129,0.284668
1541872382931000,0.811523,-0.646484,0.297852
1541872382952020,0.805176,-0.580566,0.286133
1541872382973054,0.837891,-0.510254,0.280273
1541872382990068,0.884277,-0.438477,0.274414
1541872383012082,0.894531,-0.39502,0.259277
1541872383033139,0.890137,-0.395508,0.253906
1541872383050117,0.866211,-0.402832,0.260254
1541872383072117,0.858887,-0.418457,0.262207
1541872383093153,0.872559,-0.402344,0.239258
1541872383110164,0.889648,-0.39502,0.235352
1541872383132168,0.896973,-0.416504,0.215332
1541872383153202,0.896973,-0.416992,0.224121
1541872383170197,0.860352,-0.453613,0.240723
1541872383192217,0.872559,-0.470215,0.246582
1541872383213251,0.88623,-0.431641,0.230957
1541872383229246,0.88916,-0.420898,0.211426
1541872383252284,0.911133,-0.405762,0.206055
1541872383273301,0.923828,-0.370605,0.204102
1541872383290315,0.939453,-0.335449,0.221191
1541872383312335,0.901855,-0.366211,0.248535
1541872383333388,0.918945,-0.354004,0.207031
1541872383349364,0.899414,-0.351074,0.212891
1541872383372384,0.870605,-0.486328,0.220215
1541872383393401,0.903809,-0.474121,0.232422
1541872383409414,0.859863,-0.527832,0.171875
1541872383432414,0.87207,-0.54541,0.155762
1541872383453449,0.854492,-0.47998,0.134766
1541872383469463,0.835938,-0.490234,0.167969
1541872383492482,0.821289,-0.527832,0.187012
1541872383513540,0.829102,-0.52002,0.212891
1541872383529513,0.786133,-0.513184,0.171875
1541872383552532,0.858398,-0.414551,0.201172
1541872383573549,0.835938,-0.471191,0.207031
1541872383595603,0.828125,-0.537598,0.168457
1541872383612599,0.884766,-0.533691,0.117676
1541872383634582,0.868652,-0.570313,0.0605469
1541872383649609,0.785156,-0.644531,0.120605
1541872383672626,0.766113,-0.763184,0.0913086
1541872383694645,0.744629,-0.819824,0.0810547
1541872383715665,0.72168,-0.795898,0.059082
1541872383732680,0.69043,-0.846191,0.0375977
1541872383754680,0.644531,-0.88623,0.0390625
1541872383775699,0.62207,-0.896484,0.0639648
1541872383792764,0.59082,-0.910645,0.0517578
1541872383814729,0.564941,-0.974121,0.0419922
1541872383835801,0.519531,-0.996094,0.0249023
1541872383852775,0.456543,-0.961914,0.0180664
1541872383874778,0.431152,-0.970703,0.00146484
1541872383895850,0.379883,-1.03271,-0.00732422
1541872383912810,0.330078,-1.0293,0.00244141
1541872383934847,0.298828,-0.991211,0.0317383
1541872383955864,0.242188,-1.00098,0.0527344
1541872383971877,0.204102,-1.02197,0.0585938
1541872383994895,0.155762,-1.02881,0.0268555
1541872384015913,0.120117,-0.969727,0.0200195
1541872384031924,0.0947266,-0.969727,-0.00341797
1541872384054928,0.0688477,-0.990723,-0.0317383
1541872384075963,0.0200195,-0.999512,-0.0205078
1541872384091987,-0.0571289,-0.994141,-0.00927734
1541872384114996,-0.103516,-0.96582,0.0117188
1541872384136016,-0.166992,-0.98291,0.00488281
1541872384152006,-0.179199,-0.974121,0.00439453
1541872384175061,-0.220215,-0.943359,-0.00244141
1541872384197059,-0.269531,-0.938477,-0.00292969
1541872384212076,-0.34668,-0.904785,0.00195313
1541872384235095,-0.38916,-0.882813,0.0078125
1541872384256111,-0.402344,-0.870117,0.027832
1541872384272105,-0.425293,-0.859375,0.0371094
1541872384295143,-0.421875,-0.868652,0.0288086
1541872384316161,-0.416016,-0.861328,0.0351563
1541872384332155,-0.41748,-0.870605,0.034668
1541872384355193,-0.406738,-0.881348,0.0258789
1541872384376210,-0.419922,-0.884277,0.0400391
1541872384391223,-0.467285,-0.878418,0.0322266
1541872384415243,-0.458008,-0.886719,0.0517578
1541872384436241,-0.48877,-0.87793,0.0615234
1541872384442265,-0.476563,-0.84375,0.0483398
1541872384459275,-0.485352,-0.872559,0.0537109
1541872384480292,-0.490234,-0.896973,0.0693359
1541872384502350,-0.474121,-0.875,0.0737305
1541872384519339,-0.506348,-0.881836,0.0737305
1541872384540346,-0.513184,-0.882324,0.0849609
1541872384562363,-0.511719,-0.88916,0.0859375
1541872384577371,-0.499023,-0.88623,0.0844727
1541872384601377,-0.505859,-0.89209,0.0908203
1541872384622397,-0.494629,-0.887207,0.0859375
1541872384637407,-0.519043,-0.866211,0.0766602
1541872384660480,-0.506348,-0.86377,0.0708008
1541872384682463,-0.5,-0.853516,0.0800781
1541872384697476,-0.506348,-0.854492,0.0942383
1541872384720495,-0.5,-0.856445,0.102539
1541872384742514,-0.498535,-0.862305,0.108887
1541872384757527,-0.491699,-0.862305,0.097168
1541872384780526,-0.468262,-0.884766,0.0927734
1541872384798593,-0.464844,-0.891113,0.0810547
1541872384817575,-0.466797,-0.90625,0.0917969
1541872384840593,-0.48584,-0.904297,0.0820313
1541872384862595,-0.480469,-0.898438,0.0810547
1541872384877659,-0.474121,-0.886719,0.0854492
1541872384900643,-0.461914,-0.878418,0.0878906
1541872384922661,-0.467773,-0.869629,0.0830078
1541872384937672,-0.455078,-0.873047,0.0957031
1541872384960692,-0.4375,-0.86084,0.0942383
1541872384982711,-0.433594,-0.865234,0.102051
1541872384997723,-0.421875,-0.859863,0.0888672
1541872385020741,-0.397949,-0.869141,0.0766602
1541872385042759,-0.367676,-0.880859,0.0664063
1541872385057772,-0.339355,-0.902344,0.0571289
1541872385080788,-0.324219,-0.94043,0.0478516
1541872385102845,-0.304199,-0.964844,0.0302734
1541872385117821,-0.283203,-0.973145,0.0385742
1541872385140821,-0.266602,-0.966797,0.0473633
1541872385162894,-0.24707,-0.973633,0.0566406
1541872385179856,-0.211914,-1.00098,0.0654297
1541872385199889,-0.177246,-1.01172,0.0576172
1541872385222908,-0.140137,-1.04199,0.0483398
1541872385238914,-0.107422,-1.04736,0.0385742
1541872385259938,-0.0991211,-1.02246,0.0668945
1541872385282958,-0.0566406,-1.04297,0.0600586
1541872385298956,0.015625,-1.06543,0.046875
1541872385319988,0.0371094,-1.06738,0.0395508
1541872385337991,0.0615234,-1.03857,0.0341797
1541872385359011,0.0844727,-1.01318,0.0385742
1541872385380040,0.121582,-1.03857,0.0356445
1541872385398034,0.117188,-1.05957,0.0444336
1541872385419057,0.125,-1.03955,0.0541992
1541872385440087,0.147461,-0.997559,0.043457
1541872385458083,0.181641,-0.980957,0.0444336
1541872385479102,0.227051,-1.01563,0.0410156
1541872385500171,0.219727,-1.0249,0.0366211
1541872385523156,0.193359,-1.02197,0.0625
1541872385541170,0.213379,-0.975586,0.0517578
1541872385560186,0.287598,-0.967285,0.0107422
1541872385578182,0.305176,-1.00684,0.0166016
1541872385601203,0.288086,-1.00342,0.0356445
1541872385620236,0.257813,-0.975098,0.0615234
1541872385638236,0.270996,-0.940918,0.0600586
