timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1541872381457805,-4,-5,-2,-11,-5,-2,-22,-2
1541872381458788,0,-1,-11,-1,0,-1,6,2
1541872381458788,0,-4,4,6,1,-1,1,-2
1541872381480825,1,-2,-8,-17,-2,-3,-8,1
1541872381480825,-2,2,2,9,4,3,8,-2
1541872381481829,1,-7,2,2,-3,0,-4,0
1541872381481829,-4,-4,-19,-3,-2,-3,-5,-4
1541872381503843,-6,1,14,9,4,3,1,6
1541872381503843,1,-3,-10,-14,3,1,2,-4
1541872381504844,11,0,13,16,3,1,-4,-3
1541872381504844,0,-2,2,-23,-4,2,2,-1
1541872381517838,-3,-2,-7,19,0,-1,-5,-4
1541872381517838,-2,0,16,-7,0,0,1,0
1541872381518837,0,-6,-4,2,1,1,2,2
1541872381518837,3,-5,6,4,0,0,-2,0
1541872381548881,4,1,0,-7,0,-2,-1,-1
1541872381548881,-2,-2,3,3,0,0,1,4
1541872381549881,-1,0,-10,-4,-3,-5,-2,-2
1541872381549881,-5,2,7,1,0,-1,0,0
1541872381563894,-8,-9,0,2,0,1,-3,-1
1541872381563894,0,-4,-3,5,-3,-1,2,-1
1541872381564894,-4,1,-4,-5,1,-3,-3,0
1541872381564894,1,-1,7,22,5,1,-2,-5
1541872381577904,2,-2,-7,-31,-5,0,1,2
1541872381577904,-1,-2,0,23,1,-1,-1,-3
1541872381578908,-1,3,-2,-8,-4,-4,-1,-2
1541872381578908,0,2,-5,-11,-3,2,1,2
1541872381600926,0,2,9,13,2,0,0,-4
1541872381600926,0,0,-7,6,2,0,-1,1
1541872381600926,-5,-11,-16,-26,-4,-4,0,0
1541872381600926,4,2,10,9,-1,-2,0,-1
1541872381623945,2,4,7,-8,-1,-1,0,0
1541872381623945,-2,-8,-11,-14,-3,0,0,-5
1541872381624945,-5,-1,8,15,3,0,-3,0
1541872381624945,-2,1,-2,-17,-4,0,-3,-1
1541872381637957,-3,3,0,-1,-2,0,-1,-1
1541872381637957,-4,-1,3,1,-1,1,0,1
1541872381638957,4,8,4,0,-1,1,-1,-1
1541872381638957,4,-1,-4,-4,1,1,-2,3
1541872381660973,0,-4,-2,6,-1,-3,-4,-1
1541872381660973,0,2,-5,-12,1,0,1,-1
1541872381660973,-1,0,7,37,-2,-2,-1,0
1541872381660973,-1,0,0,-18,0,4,-1,1
1541872381683992,0,0,-1,7,2,1,-2,-3
1541872381683992,-1,0,12,9,-3,1,1,3
1541872381684987,-1,-4,-11,-41,3,5,1,-2
1541872381684987,1,-1,14,41,0,-5,-2,-1
1541872381698003,-2,7,-12,-4,-5,-8,-3,-2
1541872381698003,-1,-1,-7,1,1,-6,-1,2
1541872381699004,-1,1,5,0,-4,-2,2,0
1541872381699004,-3,1,-2,0,1,10,0,1
1541872381721052,-1,-4,0,-2,3,2,0,-4
1541872381721052,0,15,0,-6,-3,-6,-1,-1
1541872381721052,-3,-1,12,8,-3,-5,-3,-3
1541872381721052,-3,-4,-7,-14,-7,-6,-1,-4
1541872381744024,-2,1,1,8,1,0,0,3
1541872381744024,1,-3,-2,-7,5,12,0,0
1541872381745026,3,1,7,2,-3,-1,1,3
1541872381745026,-1,4,-6,-1,-3,-7,-1,-1
1541872381757070,2,0,5,-13,1,-8,-1,-2
1541872381757070,1,-7,10,11,-6,2,-2,-1
1541872381766083,0,-3,-11,28,4,-9,2,-2
1541872381766083,3,-4,18,-34,-2,11,1,1
1541872381780072,3,-3,-9,-7,-3,-2,-1,0
1541872381780072,-3,2,-4,3,9,-2,-2,-2
1541872381781063,-3,2,10,7,-9,10,-1,2
1541872381781063,-2,1,-7,10,14,-8,1,-4
1541872381804091,-1,-2,7,2,1,5,-1,0
1541872381804091,0,-1,1,13,-3,-3,-3,1
1541872381804091,-1,-4,-12,-60,-7,2,-2,1
1541872381804091,2,3,1,-2,-9,-7,3,-1
1541872381817137,-1,-2,1,-3,-3,12,-3,0
1541872381817137,1,-3,-7,8,1,-12,0,0
1541872381826107,-1,0,-10,1,-1,5,5,0
1541872381826107,-2,0,1,0,-4,-4,-6,0
1541872381841118,0,-1,4,5,-2,9,3,-2
1541872381841118,0,1,6,-6,-2,7,0,1
1541872381841118,-5,-4,-7,-1,18,-1,-1,-2
1541872381841118,0,-4,-2,-7,-6,-8,-1,0
1541872381864141,-2,-1,-3,11,-5,-7,0,-1
1541872381864141,1,-4,-2,-3,-1,-7,0,-2
1541872381864141,0,2,4,0,1,-7,-1,-2
1541872381864141,-3,-5,-6,6,-3,4,-1,0
1541872381877152,-2,-1,0,-2,13,1,-3,0
1541872381877152,-1,3,-1,-7,-7,5,1,1
1541872381885158,-1,2,-2,-5,1,-5,-5,-3
1541872381885158,-3,-5,-4,17,2,3,-1,-3
1541872381900170,1,-3,-3,-22,-29,-7,4,-1
1541872381900170,4,0,-3,-7,7,-2,-2,-3
1541872381901151,-3,-3,1,12,5,-1,0,0
1541872381901151,4,3,2,-3,-13,-6,1,4
1541872381924190,-2,-1,-3,1,1,1,0,-1
1541872381924190,-7,-5,-2,0,1,4,-3,-6
1541872381924190,1,0,0,-4,-5,0,0,1
1541872381924190,1,1,1,2,7,2,0,2
1541872381937200,4,-1,-3,1,-2,-5,-2,0
1541872381937200,-3,1,-1,-4,-5,-6,0,9
1541872381945208,2,2,-1,2,0,1,1,-16
1541872381945208,2,-2,2,-1,2,5,-5,-1
1541872381960220,-2,2,-4,5,-4,-3,2,2
1541872381960220,-3,-7,1,-1,-4,-1,1,-2
1541872381961211,-4,-2,-2,-1,-3,-3,0,7
1541872381961211,3,-5,-5,0,-1,-5,-11,1
1541872381984231,-9,2,-3,-3,5,-3,6,-31
1541872381984231,6,-7,0,-2,-6,9,-8,6
1541872381984231,-1,6,2,2,12,1,-8,-10
1541872381984231,-5,-2,1,-2,-5,-3,7,5
1541872381997251,5,0,2,-1,2,8,-1,33
1541872381997251,-14,-3,-4,-8,-6,-9,-22,-4
1541872382005257,13,-5,-3,-3,-11,1,-2,20
1541872382005257,-7,1,-3,5,10,1,6,-4
1541872382020264,1,-1,-2,-3,-2,-6,-3,27
1541872382020264,6,1,0,1,-3,-2,23,-20
1541872382021251,-18,0,-1,0,-6,-9,4,28
1541872382021251,-1,0,0,-5,-9,-1,10,-4
1541872382044280,1,-3,-3,1,24,9,-17,-23
1541872382044280,3,3,1,-2,-7,-3,4,23
1541872382044280,-3,1,-2,-3,-1,-4,9,-13
1541872382044280,1,-1,2,-2,2,-1,3,6
1541872382057300,-8,-9,0,4,-5,-9,-8,-19
1541872382057300,9,-1,-6,-5,6,1,-4,9
1541872382065306,-1,-3,-2,-2,-6,3,-1,-26
1541872382065306,-10,1,1,-2,-8,-3,-3,1
1541872382080309,4,3,-3,-1,1,3,4,20
1541872382080309,-1,-4,-2,-3,5,-1,-7,-13
1541872382081312,-11,-5,0,4,-12,-2,-5,1
1541872382081312,10,0,-7,-5,1,-1,-11,-16
1541872382104358,-4,1,0,4,0,-3,6,5
1541872382104358,0,6,4,4,-3,1,8,-7
1541872382105358,2,0,-2,2,4,5,6,11
1541872382105358,0,1,-3,-2,-1,-3,-2,12
1541872382117350,-9,-2,1,-1,-8,-5,4,-4
1541872382117350,-7,0,-1,-3,9,5,-8,25
1541872382125357,4,-3,0,1,-4,0,-3,-30
1541872382125357,-1,5,-1,-1,5,3,3,2
1541872382140349,6,-1,0,1,-6,1,0,2
1541872382140349,-5,-2,-1,2,14,4,1,12
1541872382141350,42,1,2,0,2,1,-8,-25
1541872382141350,17,-3,-4,-2,-2,-5,-7,-14
1541872382163423,1,2,0,-3,-3,-7,3,-13
1541872382163423,-10,-2,-4,-3,-5,-2,4,-2
1541872382164383,-23,-1,2,-1,2,-4,-12,9
1541872382164383,-19,-2,1,2,0,3,-2,-10
1541872382186443,-15,8,6,4,5,0,4,22
1541872382186443,-9,-1,-3,-3,-9,-2,3,-16
1541872382187407,-10,-2,1,1,7,4,-8,-11
1541872382187407,-4,-3,-1,1,6,5,-6,3
1541872382200418,5,-4,-1,0,-4,-4,6,-6
1541872382200418,6,-1,-2,-1,-2,-8,-4,7
1541872382201410,7,0,1,-3,-10,-6,12,-2
1541872382201410,-13,-2,0,2,3,4,-9,-8
1541872382223432,6,-1,-4,-3,0,-1,1,-8
1541872382223432,7,1,-1,-2,-7,-1,1,-6
1541872382224420,0,-6,-3,1,4,4,-1,32
1541872382224420,21,9,0,-1,-4,-5,8,-27
1541872382253500,7,-3,3,-3,-4,-4,-5,-13
1541872382253500,21,-2,0,-3,0,-2,-4,-8
1541872382255445,-22,2,-3,-4,-9,0,-7,14
1541872382255445,-12,-3,2,-1,3,4,-1,24
1541872382260474,-6,-2,5,1,2,1,-2,-13
1541872382260474,-4,2,14,-1,-8,0,10,15
1541872382269475,2,-2,7,-1,-4,-18,-11,-22
1541872382269475,-14,-5,-4,1,8,2,2,0
1541872382283523,2,-5,-5,-2,-9,5,-1,22
1541872382283523,-4,-6,-3,3,7,1,-4,-12
1541872382285483,5,-1,-2,-4,-10,0,13,22
1541872382285483,1,0,0,4,-2,-3,-1,1
1541872382306488,-1,2,-10,-3,-4,-5,-9,10
1541872382306488,2,2,-10,-3,-9,3,1,-34
1541872382307501,-2,0,-5,2,8,5,0,4
1541872382307501,3,-5,3,0,-6,-6,-12,5
1541872382320512,0,-4,-2,-2,2,-1,-3,-12
1541872382320512,3,2,3,-1,-7,-3,-6,10
1541872382329521,6,-3,3,-3,0,0,1,10
1541872382329521,-10,-4,13,-2,-3,-1,8,1
1541872382342534,6,-4,24,-3,-2,1,-3,-2
1541872382342534,-4,-3,10,3,2,1,-4,19
1541872382351533,-1,3,2,2,13,4,3,-26
1541872382351533,3,4,6,-3,-6,-9,-1,-3
1541872382366555,-1,3,-10,1,0,-1,5,10
1541872382366555,-2,3,-9,-2,-3,-4,6,15
1541872382367551,1,-5,-18,-1,12,2,-5,-8
1541872382367551,4,1,-7,0,-10,-4,6,4
1541872382388573,-5,0,-4,-1,4,3,0,-9
1541872382388573,-2,-3,-3,-2,-6,-7,-6,-8
1541872382390559,2,5,10,-2,-2,4,-3,-7
1541872382390559,-8,-3,-24,-2,6,3,3,-21
1541872382402580,-3,12,-13,-1,-9,-1,-13,13
1541872382402580,4,-5,37,4,-1,-7,-6,13
1541872382411587,8,3,-3,-6,-4,-4,1,8
1541872382411587,5,-3,-12,-1,-13,5,-1,-25
1541872382425603,-4,4,-11,5,18,7,10,3
1541872382425603,-14,6,-38,-5,0,5,-2,-11
1541872382432592,-3,2,-48,4,-9,2,-9,-12
1541872382432592,3,2,16,-1,-5,12,-2,-4
1541872382448657,3,-2,-3,-3,0,23,-13,32
1541872382448657,-7,0,-16,1,7,40,3,-13
1541872382450619,1,-9,15,3,-2,58,12,18
1541872382450619,5,-16,12,1,14,51,-5,-6
1541872382462617,4,-20,9,-1,-3,7,12,-6
1541872382462617,0,-9,7,-1,0,-30,-3,-13
1541872382471636,-11,5,-2,1,-5,-52,-1,22
1541872382471636,-6,7,-15,-5,2,-53,-3,-9
1541872382485689,-3,13,5,0,-6,31,-3,-8
1541872382485689,5,40,10,2,21,109,0,5
1541872382492658,7,31,20,-3,9,127,5,-9
1541872382492658,13,26,21,0,10,124,10,46
1541872382508673,10,-12,12,15,25,116,7,-9
1541872382508673,5,-12,-5,-4,-10,-51,-14,-18
1541872382510674,-2,-24,-12,-10,0,-23,-8,8
1541872382510674,2,-11,-19,-12,6,-126,-3,-3
1541872382522720,-6,-5,-27,-15,14,-128,1,-14
1541872382522720,-2,-11,-12,-6,10,3,8,-3
1541872382531691,-3,-9,29,8,-1,-8,13,-7
1541872382531691,-4,-39,-2,2,7,-92,15,-1
1541872382545685,-18,-20,-23,-3,-10,-107,16,-23
1541872382545685,-5,-13,-2,17,-19,-128,-7,-7
1541872382552704,-8,-7,-22,3,-43,-128,-11,-9
1541872382552704,-3,1,-19,2,-12,0,3,10
1541872382568757,2,9,11,-6,28,70,72,45
1541872382568757,7,7,55,7,24,127,64,79
1541872382570706,10,10,33,4,39,127,17,11
1541872382570706,8,26,35,-4,29,108,-29,14
1541872382582733,6,15,5,-12,3,-20,-55,-26
1541872382582733,-8,9,-13,-26,13,-51,-47,-32
1541872382591721,0,8,6,-12,16,-54,-6,-39
1541872382591721,3,0,-6,-3,18,26,-31,-77
1541872382605734,0,5,-3,3,-5,25,-15,-9
1541872382605734,3,-15,-36,1,13,-21,-25,20
1541872382612739,1,-15,11,-3,32,-44,-33,22
1541872382612739,-8,-16,5,2,9,-77,-45,19
1541872382628751,-4,-12,5,3,-3,-10,-33,-29
1541872382628751,-7,-6,9,3,-27,-18,-9,11
1541872382630753,-14,-14,-13,-13,-21,-83,-14,-18
1541872382630753,-16,-6,-19,-1,-50,-46,-11,-19
1541872382642763,-17,-5,-7,9,-43,-30,-12,17
1541872382642763,-13,6,-13,-7,20,11,-3,-9
1541872382651770,-5,34,-17,7,-20,79,-7,-2
1541872382651770,-9,-1,-9,2,-68,23,-1,6
1541872382665837,-9,-5,-25,3,-97,-23,3,-12
1541872382665837,-2,-9,-48,-3,-78,55,16,-18
1541872382672798,7,-8,19,7,-68,27,17,13
1541872382672798,-4,-10,15,2,-89,16,24,27
1541872382688812,-7,-14,12,-7,-62,-8,0,-6
1541872382688812,-1,-7,-4,0,-57,-45,-7,-15
1541872382690822,-3,-7,-18,-2,-70,-48,-8,-32
1541872382690822,0,12,-9,3,-49,-17,8,-5
1541872382712823,10,6,-6,4,-29,-8,-8,-7
1541872382712823,4,9,12,7,8,-14,7,-18
1541872382714825,3,5,3,0,33,-32,16,-1
1541872382714825,5,8,-1,-3,68,17,28,10
1541872382725887,10,9,12,-2,105,46,17,-12
1541872382725887,8,4,16,2,87,47,20,-2
1541872382732852,8,-2,5,2,79,42,10,19
1541872382732852,5,1,1,1,80,36,11,9
1541872382748865,3,6,-1,-6,61,15,2,2
1541872382748865,-1,-1,7,-5,27,-1,2,-4
1541872382750891,-5,-3,6,-4,17,11,1,5
1541872382750891,1,0,-5,0,26,3,-1,3
1541872382771885,2,-6,6,2,11,6,-3,4
1541872382771885,-4,0,4,-2,-13,10,-2,5
1541872382772885,-5,-6,-9,-4,4,10,1,0
1541872382772885,3,-3,6,4,4,17,5,2
1541872382785936,0,8,9,-3,-6,10,-1,15
1541872382785936,3,-7,6,-3,-10,6,-4,-3
1541872382792906,2,0,3,3,-5,-3,-3,2
1541872382792906,1,6,1,-3,2,-11,0,-1
1541872382808920,2,-1,-2,0,-8,-6,-1,-10
1541872382808920,0,-2,7,1,-7,-16,-6,-14
1541872382810911,-2,1,-6,-1,-4,-10,-5,7
1541872382810911,1,-2,4,-4,-5,-9,6,67
1541872382830973,0,-3,-3,0,-3,-6,-5,46
1541872382830973,-6,0,-5,1,-4,-4,-5,24
1541872382832934,-3,-5,3,-5,-4,6,2,10
1541872382832934,-4,-4,-5,-1,-4,5,-2,-30
1541872382844986,-1,0,-5,2,3,5,-2,-15
1541872382844986,0,1,-1,-2,-11,5,2,-18
1541872382853936,0,-1,6,0,-5,1,-1,-20
1541872382853936,1,-1,1,-3,1,1,3,-16
1541872382868952,-5,4,-4,-2,-3,-2,0,-20
1541872382868952,-2,0,-7,-2,3,-2,-7,-18
1541872382870958,-6,-1,-1,-2,-3,-2,-2,-6
1541872382870958,-4,2,2,3,-1,-2,-3,-11
1541872382891025,-3,-4,7,-2,-1,-1,0,-9
1541872382891025,1,-1,-1,-2,-3,-2,1,-2
1541872382892970,-1,0,-4,-2,-3,1,-1,-1
1541872382892970,-1,1,-4,0,1,-1,-2,-2
1541872382905032,3,-3,1,-1,-1,0,-1,0
1541872382905032,-1,2,1,-4,-5,0,-3,6
1541872382913986,0,-5,-5,3,3,-1,-1,4
1541872382913986,1,6,-2,-2,-1,0,-1,2
1541872382930000,-6,-2,-10,-3,-3,-2,-4,2
1541872382930000,2,-2,-6,0,-1,-2,0,5
1541872382932001,-2,-5,-3,3,-3,1,-2,1
1541872382932001,-4,-2,-3,-1,-1,1,-1,1
1541872382951072,-1,-2,4,-1,3,1,0,-1
1541872382951072,-2,0,6,-2,1,-2,1,-3
1541872382953019,2,-1,0,1,-1,0,0,0
1541872382953019,0,1,-1,0,0,-1,0,-2
1541872382965048,-2,-1,-2,-1,1,-2,2,2
1541872382965048,-1,-1,-1,1,0,1,3,-3
1541872382974045,-1,2,3,-4,-2,-5,-3,-2
1541872382974045,-1,-5,-1,-3,-1,0,-1,-1
1541872382989067,0,1,0,3,-2,0,-1,-1
1541872382989067,1,0,-2,0,1,-3,-2,-1
1541872382990068,-2,-3,4,1,-2,1,2,2
1541872382990068,0,3,2,-1,-2,-3,-2,1
1541872383011123,-3,-2,0,-6,1,-1,-1,-2
1541872383011123,3,-1,1,0,-1,-2,-3,-1
1541872383013089,0,1,6,3,-1,1,0,2
1541872383013089,2,-2,-1,2,2,-2,0,-4
1541872383025086,2,3,-4,3,-3,-2,-1,1
1541872383025086,-2,-6,3,-5,-3,-2,-3,-1
1541872383034087,-2,0,-1,-3,-1,-3,0,1
1541872383034087,-1,-3,-1,-3,-2,0,2,0
1541872383049116,0,3,4,-6,-1,-4,-1,0
1541872383049116,-3,0,1,-2,-2,4,-1,3
1541872383050117,0,4,0,-3,-1,0,1,1
1541872383050117,-2,-3,-5,1,0,-3,-1,-5
1541872383071170,1,-1,-9,2,-2,-1,2,-1
1541872383071170,-1,-7,-5,3,-1,0,0,0
1541872383073133,-1,-1,-2,-6,-1,-2,-2,-2
1541872383073133,0,-2,1,0,0,1,-3,2
1541872383085146,-1,0,7,2,0,-2,0,-2
1541872383085146,-1,-2,-4,2,0,-2,-2,-1
1541872383094141,-1,-2,-4,0,2,1,0,-3
1541872383094141,0,4,4,-2,-1,-1,0,2
1541872383109166,4,0,-4,-1,-3,-1,-3,-2
1541872383109166,2,2,1,-1,0,-1,2,-1
1541872383110164,0,-1,-4,3,-1,-2,-1,2
1541872383110164,-3,-2,-5,-1,-2,-2,-1,-3
1541872383131221,-4,-1,4,-3,-4,-2,-5,-2
1541872383131221,0,4,14,3,-2,1,1,2
1541872383133182,1,0,4,0,2,-2,0,2
1541872383133182,-2,-5,5,-5,-3,1,1,0
1541872383145232,-1,0,1,-1,0,3,-2,1
1541872383145232,-1,-1,2,-3,-2,-3,-1,-1
1541872383154185,-2,3,6,0,-1,-1,-1,-2
1541872383154185,1,-2,-4,-2,3,2,0,-2
1541872383169199,5,5,1,-1,-2,0,-3,3
1541872383169199,0,0,1,-3,-3,-2,-1,0
1541872383170197,1,2,-1,0,0,1,1,-1
1541872383170197,-5,-2,3,-1,2,-1,-1,1
1541872383191269,0,2,4,-1,-2,-4,2,-4
1541872383191269,1,-2,-7,1,-1,-1,1,-8
1541872383193231,-1,-1,-2,-2,-1,-2,-3,0
1541872383193231,3,-2,-2,-1,-2,0,-3,-9
1541872383205236,-5,-6,-2,-2,0,1,3,-5
1541872383205236,-4,-1,-5,1,3,1,0,-7
1541872383214253,6,-5,-3,-8,-3,-7,1,-4
1541872383214253,-3,3,1,9,-1,1,-2,-1
1541872383229246,-1,-7,-12,9,3,-6,-1,2
1541872383229246,3,-4,12,-3,-1,-4,1,6
1541872383230247,-3,6,-3,4,0,2,-1,-1
1541872383230247,-2,1,-3,-4,-3,-5,3,17
1541872383251283,1,-2,-5,-3,-1,2,-1,7
1541872383251283,-8,-4,-6,4,1,2,0,11
1541872383253285,2,-4,1,9,2,0,2,8
1541872383253285,-1,0,19,-9,-4,-4,-12,-5
1541872383265285,2,-5,-15,-1,-1,1,4,1
1541872383265285,-2,-3,-19,-4,3,2,-2,-2
1541872383274303,-3,-2,51,1,-1,-5,-4,-7
1541872383274303,12,9,-3,9,-5,0,-1,-8
1541872383289315,-5,-8,5,-23,-1,-2,-3,17
1541872383289315,-6,-10,-19,2,-5,-5,-5,-13
1541872383291317,2,16,7,0,1,2,-1,3
1541872383291317,-9,-14,0,-11,0,-7,0,-1
1541872383311369,17,4,12,25,-2,-1,-2,-52
1541872383311369,14,17,-1,-12,1,7,10,-11
1541872383313335,-6,-24,2,11,1,2,-1,-23
1541872383313335,-17,-2,-16,-15,-2,-4,4,-1
1541872383325381,10,8,-52,-20,-2,-4,27,22
1541872383325381,-10,14,36,59,10,0,-26,17
1541872383334352,-4,-3,-29,-19,-2,0,-20,9
1541872383334352,8,-8,-30,13,0,2,-7,28
1541872383349364,-7,7,12,52,1,1,-24,16
1541872383349364,-9,-18,-20,-96,-10,-6,-20,17
1541872383350349,-4,21,5,21,2,1,-30,18
1541872383350349,23,13,5,35,5,10,-34,-1
1541872383371382,-24,5,-3,-34,-4,-3,19,20
1541872383371382,20,-12,1,24,0,6,50,22
1541872383373368,-25,0,-7,-3,-4,-1,49,-9
1541872383373368,-3,-14,-6,-42,-6,-4,44,-30
1541872383385430,0,1,16,-13,0,-2,11,-21
1541872383385430,3,9,3,6,2,2,5,-16
1541872383394402,14,1,-9,36,1,-3,-2,-16
1541872383394402,6,7,16,1,3,2,-4,-5
1541872383408414,-11,-1,4,-9,-5,-7,-22,-28
1541872383408414,2,-12,2,1,-4,1,9,2
1541872383415419,16,3,-2,-7,0,4,6,10
1541872383415419,-22,-18,-4,10,1,-1,10,-17
1541872383431428,23,30,9,6,-3,-1,-11,14
1541872383431428,-6,5,0,-5,-1,1,-23,-3
1541872383433430,-43,-31,-17,-14,-6,-5,-32,-11
1541872383433430,0,-19,3,-15,-3,-9,-19,2
1541872383445479,13,-12,11,-16,1,1,-14,-6
1541872383445479,-14,-6,-2,40,-2,-2,-1,-3
1541872383454451,10,-5,2,-30,-2,2,19,-5
1541872383454451,16,21,-5,-2,2,2,1,-4
1541872383468462,-18,-7,-4,17,0,5,5,-36
1541872383468462,20,-13,5,10,12,4,7,-4
1541872383475467,-5,19,-3,-9,-5,-3,2,1
1541872383475467,-13,-15,1,5,-6,-5,9,-19
1541872383491481,-3,-17,2,-4,-1,4,1,-10
1541872383491481,21,9,1,-12,-3,-7,-18,20
1541872383493464,-27,-20,-5,3,6,-3,-6,-35
1541872383493464,21,13,-6,2,-2,-4,-4,21
1541872383505496,12,22,4,8,13,3,-11,8
1541872383505496,-62,-43,-3,-6,-17,-3,-3,-4
1541872383514535,30,24,2,16,16,3,3,63
1541872383514535,3,-4,15,-1,-4,4,-4,-26
1541872383528547,8,-14,0,3,10,-1,-2,3
1541872383528547,2,-3,-1,-33,-18,-6,14,-39
1541872383535517,-19,-20,-4,-9,4,7,-1,4
1541872383535517,-9,8,-7,-10,-10,-8,-2,-22
1541872383551531,3,-5,-7,-2,-7,-6,6,51
1541872383551531,1,21,-1,-1,9,-6,-4,80
1541872383553528,27,9,14,3,-4,-10,-8,3
1541872383553528,-19,2,20,-10,-7,7,-7,-10
1541872383565582,13,6,26,34,14,18,-16,28
1541872383565582,7,-4,6,-11,-10,-2,-34,29
1541872383574549,-2,24,-13,-9,4,4,14,72
1541872383574549,-21,35,6,4,-6,8,73,70
1541872383587541,4,34,-11,9,8,8,50,-21
1541872383587541,19,0,-11,4,8,3,22,-39
1541872383596556,-8,-33,-30,-42,-15,-13,-33,7
1541872383596556,8,-24,-10,35,13,-13,-34,-40
1541872383611564,-8,-68,-6,-26,-22,-19,-3,2
1541872383611564,-3,-7,8,12,26,6,-28,22
1541872383613616,-3,-10,-1,-7,-16,-1,-11,-52
1541872383613616,1,-4,5,-3,1,4,6,54
1541872383633598,-8,-4,-3,-8,-11,-2,-10,-29
1541872383633598,14,30,-2,0,-9,-1,4,-5
1541872383635582,12,12,12,25,10,0,20,-48
1541872383635582,-13,13,-15,-23,1,4,0,78
1541872383648594,-8,-5,-1,18,4,-7,1,-8
1541872383648594,-16,-16,-4,-6,-7,-6,10,-40
1541872383655608,16,12,2,3,3,1,25,83
1541872383655608,28,-11,8,-4,-10,-7,18,-32
1541872383671625,-9,-3,-8,2,5,15,-13,-40
1541872383671625,-21,23,-4,0,8,-7,10,12
1541872383673613,8,3,9,9,-7,-8,2,-41
1541872383673613,0,-19,-5,-5,5,-19,-26,12
1541872383693684,-7,-24,-12,0,-3,-13,-18,11
1541872383693684,-2,-15,-39,7,-6,-10,-41,69
1541872383695645,21,-19,-65,-7,3,-1,-38,-55
1541872383695645,8,26,11,2,-2,-2,-30,41
1541872383707660,-25,6,26,-3,10,1,-6,-52
1541872383707660,11,14,32,-15,-19,0,14,31
1541872383716660,8,15,55,11,-6,8,21,-41
1541872383716660,-11,10,-13,9,12,9,13,10
1541872383731679,-5,-8,-1,-34,-14,16,9,-1
1541872383731679,0,2,-14,-5,1,8,17,11
1541872383732680,9,11,-28,10,0,8,7,26
1541872383732680,3,6,0,-3,-11,6,12,-51
1541872383753698,1,17,-2,13,9,-10,-1,127
1541872383753698,-13,-8,0,-5,-5,-2,-17,-128
1541872383755680,7,8,9,-14,-2,-6,-4,85
1541872383755680,-23,-24,6,2,-10,-11,-13,-39
1541872383767747,10,21,-3,-14,4,1,0,50
1541872383767747,15,15,4,19,22,5,5,35
1541872383776697,-10,3,11,-3,3,-2,-14,-47
1541872383776697,7,-8,-5,-1,0,-1,-6,-31
1541872383791764,11,-7,-17,-11,-5,1,0,15
