timestamp, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1548456189446,-0.268799,-0.963257,0.213440,-0.731707,-0.609756,1.463415
1548456189461,-0.270447,-0.969299,0.216187,-1.219512,-0.487805,1.341463
1548456189462,-0.269409,-0.968628,0.213928,-1.768293,-0.548781,1.158537
1548456189463,-0.268372,-0.968262,0.212280,-2.317073,-0.548781,0.914634
1548456189477,-0.270386,-0.968933,0.211121,-2.621951,-0.670732,0.731707
1548456189484,-0.271362,-0.968262,0.210205,-2.865854,-0.670732,0.609756
1548456189515,-0.268677,-0.966614,0.208008,-3.048780,-0.670732,0.304878
1548456189521,-0.267761,-0.965942,0.207214,-3.292683,-0.670732,0.365854
1548456189522,-0.267761,-0.967957,0.207031,-3.292683,-0.670732,0.609756
1548456189523,-0.268188,-0.967468,0.205627,-3.048780,-0.548781,0.853659
1548456189537,-0.268066,-0.966858,0.207153,-2.865854,-0.487805,0.914634
1548456189544,-0.267334,-0.966858,0.204712,-2.743902,-0.670732,0.975610
1548456189574,-0.268005,-0.967590,0.203247,-2.804878,-0.609756,1.036585
1548456189575,-0.269653,-0.968140,0.204956,-2.560976,-0.609756,1.402439
1548456189575,-0.272705,-0.967102,0.203125,-2.500000,-0.670732,1.707317
1548456189589,-0.275391,-0.966553,0.204956,-2.682927,-0.670732,1.585366
1548456189596,-0.274902,-0.965271,0.204102,-2.804878,-0.670732,1.097561
1548456189626,-0.272583,-0.965515,0.200867,-2.743902,-0.670732,0.548781
1548456189627,-0.272766,-0.966248,0.200134,-2.439024,-0.731707,-0.182927
1548456189628,-0.271790,-0.966187,0.199219,-2.073171,-0.731707,-0.731707
1548456189634,-0.267761,-0.966431,0.201843,-1.646341,-0.792683,-1.219512
1548456189649,-0.265564,-0.969788,0.199768,-1.463415,-0.792683,-1.341463
1548456189657,-0.265259,-0.969849,0.205505,-1.280488,-0.914634,-1.036585
1548456189686,-0.266052,-0.972046,0.204712,-1.219512,-0.914634,-0.609756
1548456189687,-0.265991,-0.972412,0.201843,-1.524390,-0.853659,-0.182927
1548456189687,-0.267395,-0.970703,0.205261,-2.134146,-0.975610,0.182927
1548456189694,-0.268188,-0.969849,0.199951,-2.682927,-0.914634,0.609756
1548456189709,-0.268494,-0.968872,0.196716,-3.048780,-0.670732,0.975610
1548456189739,-0.268066,-0.968079,0.199097,-3.048780,-0.609756,1.158537
1548456189739,-0.269714,-0.969971,0.196228,-2.743902,-0.609756,1.280488
