timestamp, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1548455287029,-0.313843,-0.470337,0.887207,67.682930,-7.987805,10.060976
1548455287037,-0.320251,-0.441040,0.893677,35.914635,-7.500000,8.658537
1548455287044,-0.317688,-0.423828,0.883240,23.414635,-6.219512,7.621952
1548455287051,-0.311829,-0.431091,0.883240,22.743902,-4.390244,6.341464
1548455287066,-0.309937,-0.448425,0.899780,29.634148,-3.475610,6.158537
1548455287074,-0.314453,-0.439026,0.907837,39.451221,-3.292683,7.560976
1548455287082,-0.314758,-0.399902,0.911987,44.817074,-2.256098,8.048780
1548455287096,-0.310852,-0.384644,0.912231,47.804878,-2.073171,6.341464
1548455287111,-0.305481,-0.402405,0.899292,51.890244,-1.463415,4.207317
1548455287112,-0.306946,-0.405396,0.896362,45.914635,0.182927,3.231707
1548455287126,-0.311340,-0.399719,0.894348,34.146343,-0.792683,1.585366
1548455287134,-0.313782,-0.376953,0.899048,22.743902,-1.219512,-0.304878
1548455287142,-0.314514,-0.372986,0.899170,16.768293,-1.585366,-1.341463
1548455287156,-0.310669,-0.390015,0.892456,17.195122,-1.768293,-2.195122
1548455287164,-0.312683,-0.391357,0.889221,17.804878,-1.280488,-3.109756
1548455287172,-0.310791,-0.380737,0.897461,16.097561,-2.073171,-3.292683
1548455287187,-0.305725,-0.376099,0.903870,13.841464,-2.621951,-3.658537
1548455287194,-0.306396,-0.381897,0.907349,12.500000,-2.682927,-4.451220
1548455287202,-0.309937,-0.396973,0.903625,12.439025,-2.500000,-5.000000
1548455287216,-0.307556,-0.400879,0.898376,12.682927,-2.073171,-4.634146
1548455287224,-0.304688,-0.404175,0.899048,12.317074,-1.890244,-4.146341
1548455287232,-0.305298,-0.407471,0.904236,10.426829,-2.012195,-3.963415
1548455287247,-0.305969,-0.404663,0.903564,7.804878,-2.378049,-3.597561
1548455287254,-0.300964,-0.399231,0.901123,5.182927,-2.317073,-3.292683
1548455287261,-0.301636,-0.398865,0.907959,2.439024,-2.256098,-3.048780
1548455287277,-0.301819,-0.396118,0.910767,0.243902,-2.865854,-2.865854
1548455287284,-0.297424,-0.384399,0.907654,-0.243902,-2.621951,-2.439024
1548455287292,-0.302490,-0.393250,0.905823,1.158537,-2.256098,-1.951220
1548455287307,-0.309265,-0.401123,0.904785,3.109756,-1.768293,-1.768293
1548455287314,-0.309021,-0.403931,0.907593,4.024390,-1.524390,-1.585366
1548455287322,-0.303162,-0.407837,0.912720,3.475610,-1.585366,-1.158537
1548455287344,-0.301514,-0.409851,0.915710,2.378049,-1.585366,-0.792683
1548455287344,-0.302551,-0.409729,0.917175,1.158537,-1.646341,-0.731707
1548455287359,-0.300354,-0.408691,0.926147,-0.426829,-1.585366,-0.792683
1548455287374,-0.303101,-0.409912,0.926270,-1.768293,-1.585366,-0.670732
1548455287375,-0.303955,-0.406128,0.920227,-2.439024,-1.341463,-0.548781
1548455287382,-0.301331,-0.404785,0.918701,-2.926829,-0.609756,-0.670732
1548455287404,-0.303467,-0.401367,0.919128,-2.256098,-0.670732,-0.487805
1548455287405,-0.302917,-0.403076,0.910522,0.000000,-0.243902,0.121951
1548455287411,-0.305054,-0.395752,0.906189,2.012195,0.487805,0.243902
