Time	 Feature Set	 Id	Training Time (s)	 Testing Set Classification Time (s)	 Training Set Classification Time (s)	Testing - CorrectRate	 Testing - Sensitivity	 Testing - Specificity	 Testing - SampleSize	 Training - CorrectRate	 Training - Sensitivity	 Training - Specificity	 Training - SampleSize	 Kernel	 PolynomialOrder	 KernelScale	 Standardize	 Solver	 BoxConstraint
2018_11_22_1_14_31	 2_7_16_21	 polynomial_3_1_1_SMO_2000	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	2000
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_5	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	5
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_10	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	10
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_500	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	500
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_1000	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	1000
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_1500	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	1500
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_2000	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	2000
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_5000	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	5000
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_3_1_1_SMO_5	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	5
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_3_1_1_SMO_10	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	10
2018_11_22_1_14_31	 2_7_16_21	 polynomial_2_auto_1_ISDA_1	0.0703	0.0007	0.0009	0.9667	1	0.9231	30	0.9754	1	0.9362	122	polynomial	2	 auto	1	 ISDA	1
2018_11_22_1_14_31	 2_7_16_21	 polynomial_3_auto_1_ISDA_1	0.0119	0.0007	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	polynomial	3	 auto	1	 ISDA	1
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_3_1_1_SMO_100	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	100
2018_11_22_1_14_31	 2_7_16_21	 polynomial_2_auto_1_ISDA_5	0.0127	0.0007	0.0008	0.9667	1	0.9231	30	0.9918	1	0.9787	122	polynomial	2	 auto	1	 ISDA	5
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_3_1_1_SMO_500	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	500
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_3_1_1_SMO_1500	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	1500
2018_11_22_1_14_31	 2_7_16_21	 polynomial_2_auto_1_ISDA_10	0.0125	0.0007	0.0008	0.9667	1	0.9231	30	0.9918	1	0.9787	122	polynomial	2	 auto	1	 ISDA	10
2018_11_22_1_14_55	 2_3_4_7_13_16_17_18_21_27	 polynomial_3_1_1_SMO_10000	0.011	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	10000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_5	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	5
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_10	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	10
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_100	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	100
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_500	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	500
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_2000	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	2000
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_100	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	100
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_2000	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	2000
2018_11_22_1_16_36	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_SMO_1	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	1
2018_11_22_1_16_40	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_SMO_10	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	10
2018_11_22_1_16_45	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_SMO_500	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	500
2018_11_22_1_16_47	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_SMO_1000	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	1000
2018_11_22_1_16_52	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_SMO_2000	0.011	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	2000
2018_11_22_1_17_3	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 linear_2_1_0_SMO_500	0.011	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	0	 SMO	500
2018_11_22_1_17_3	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 linear_2_1_0_SMO_1500	0.011	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	0	 SMO	1500
2018_11_22_1_17_3	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 linear_2_1_0_SMO_5000	0.011	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	0	 SMO	5000
2018_11_22_1_17_5	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_2_1_0_SMO_5000	0.011	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	1	0	 SMO	5000
2018_11_22_1_14_30	 2_7_16_21	 polynomial_3_1_1_SMO_10	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	10
2018_11_22_1_14_30	 2_7_16_21	 polynomial_3_1_1_SMO_500	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	500
2018_11_22_1_14_30	 2_7_16_21	 polynomial_3_1_1_SMO_1000	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	1000
2018_11_22_1_14_31	 2_7_16_21	 polynomial_3_1_1_SMO_1500	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	1500
2018_11_22_1_14_31	 2_7_16_21	 polynomial_3_1_1_SMO_5000	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	5000
2018_11_22_1_14_31	 2_7_16_21	 polynomial_3_1_1_SMO_10000	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	10000
2018_11_22_1_14_32	 2_7_16_21	 polynomial_2_auto_1_SMO_1	0.0115	0.0007	0.0008	0.9667	1	0.9231	30	0.9754	1	0.9362	122	polynomial	2	 auto	1	 SMO	1
2018_11_22_1_14_32	 2_7_16_21	 polynomial_3_auto_1_SMO_1	0.0118	0.0007	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	polynomial	3	 auto	1	 SMO	1
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_SMO_10000	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	0	 SMO	10000
2018_11_22_1_14_32	 2_7_16_21	 polynomial_2_auto_1_SMO_5	0.0116	0.0007	0.0008	0.9667	1	0.9231	30	0.9918	1	0.9787	122	polynomial	2	 auto	1	 SMO	5
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_SMO_10	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	rbf	2	 auto	0	 SMO	10
2018_11_22_1_14_32	 2_7_16_21	 polynomial_2_auto_1_SMO_10	0.0115	0.0007	0.0008	0.9667	1	0.9231	30	0.9918	1	0.9787	122	polynomial	2	 auto	1	 SMO	10
2018_11_22_1_14_52	 2_3_4_7_13_16_17_18_21_27	 linear_2_1_1_SMO_100	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	1	 SMO	100
2018_11_22_1_14_54	 2_3_4_7_13_16_17_18_21_27	 polynomial_3_1_1_SMO_2000	0.0111	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	2000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_1000	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	1000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_5000	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	5000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_10000	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	10000
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_1	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	1
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_5	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	5
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_500	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	500
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_1000	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	1000
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_1500	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	1500
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_5000	0.0111	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	5000
2018_11_22_1_17_1	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 rbf_2_1_0_SMO_5000	0.0111	0.0007	0.001	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	0	 SMO	5000
2018_11_22_1_17_5	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_0_SMO_1	0.0111	0.0007	0.0007	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 SMO	1
2018_11_22_1_17_5	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_0_SMO_5000	0.0111	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	0	 SMO	5000
2018_11_22_1_14_26	 2_7_16_21	 rbf_2_1_1_ISDA_1000	0.0112	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	1000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_ISDA_1	0.0168	0.0006	0.005	0.9667	1	0.9231	30	0.9672	1	0.9149	122	rbf	2	1	0	 ISDA	1
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_ISDA_5	0.0114	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	rbf	2	1	0	 ISDA	5
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_ISDA_10	0.0107	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	rbf	2	1	0	 ISDA	10
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_ISDA_100	0.012	0.0006	0.0008	0.9667	1	0.9231	30	0.9918	1	0.9787	122	rbf	2	1	0	 ISDA	100
2018_11_22_1_14_26	 2_7_16_21	 rbf_2_1_1_ISDA_1500	0.0112	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	1500
2018_11_22_1_14_26	 2_7_16_21	 rbf_2_1_1_ISDA_2000	0.0112	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	2000
2018_11_22_1_14_26	 2_7_16_21	 rbf_2_1_1_ISDA_5000	0.0112	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	5000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_SMO_500	0.0112	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	0	 SMO	500
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_SMO_2000	0.0112	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	0	 SMO	2000
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_1	0.0112	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	1
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_SMO_1	0.0103	0.0006	0.0008	0.9667	1	0.9231	30	0.9672	1	0.9149	122	rbf	2	1	0	 SMO	1
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_SMO_5	0.0103	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	rbf	2	1	0	 SMO	5
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_SMO_10	0.0103	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	rbf	2	1	0	 SMO	10
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_1_0_SMO_100	0.0105	0.0006	0.0008	0.9667	1	0.9231	30	0.9918	1	0.9787	122	rbf	2	1	0	 SMO	100
2018_11_22_1_15_4	 2_7_8_16_21_22	 rbf_2_1_1_ISDA_1500	0.0112	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	1	 ISDA	1500
2018_11_22_1_16_35	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_ISDA_10	0.0112	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 ISDA	10
2018_11_22_1_16_38	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_3_1_1_SMO_5	0.0112	0.0007	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	3	1	1	 SMO	5
2018_11_22_1_17_1	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 rbf_2_1_0_SMO_10000	0.0112	0.0007	0.0011	0.9667	1	0.9231	30	1	1	1	122	rbf	2	1	0	 SMO	10000
2018_11_22_1_17_3	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 linear_2_1_0_SMO_10	0.0112	0.0006	0.0009	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	0	 SMO	10
2018_11_22_1_17_3	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 linear_2_1_0_SMO_10000	0.0112	0.0007	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	1	0	 SMO	10000
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_1	0.0264	0.0007	0.001	0.9667	1	0.9231	30	0.9918	1	0.9787	122	rbf	2	 auto	0	 ISDA	1
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_ISDA_5	0.0137	0.0007	0.0009	0.9667	1	0.9231	30	0.9918	1	0.9787	122	rbf	2	 auto	0	 ISDA	5
2018_11_22_1_17_4	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 linear_2_auto_0_SMO_10	0.0112	0.0006	0.0008	0.9667	1	0.9231	30	1	1	1	122	linear	2	 auto	0	 SMO	10
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_SMO_1	0.0119	0.0006	0.0009	0.9667	1	0.9231	30	0.9918	1	0.9787	122	rbf	2	 auto	0	 SMO	1
2018_11_22_1_14_33	 2_7_16_21	 rbf_2_auto_0_SMO_5	0.0117	0.0006	0.0008	0.9667	1	0.9231	30	0.9918	1	0.9787	122	rbf	2	 auto	0	 SMO	5
2018_11_22_1_17_5	 1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28	 polynomial_2_1_0_SMO_100	0.0112	0.0006	0.0009	0.9667	1	0.9231	30	1	1	1	122	polynomial	2	1	0	 SMO	100
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_1	0.0114	0.0006	0.0008	0.9667	1	0.9231	30	0.9508	1	0.8723	122	linear	2	1	0	 ISDA	1
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_5	0.016	0.0006	0.0008	0.9667	1	0.9231	30	0.959	1	0.8936	122	linear	2	1	0	 ISDA	5
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_10	0.0193	0.0006	0.0008	0.9667	1	0.9231	30	0.9754	1	0.9362	122	linear	2	1	0	 ISDA	10
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_100	0.0314	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 ISDA	100
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_500	0.0445	0.0006	0.0009	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 ISDA	500
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_1000	0.1082	0.0007	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 ISDA	1000
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_1500	0.0869	0.0007	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 ISDA	1500
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_2000	0.1246	0.0007	0.0009	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 ISDA	2000
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_5000	0.095	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	1	0	 ISDA	5000
2018_11_22_1_14_34	 2_7_16_21	 linear_2_1_0_ISDA_10000	0.1489	0.0007	0.0008	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	1	0	 ISDA	10000
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_1	0.0113	0.0007	0.0008	0.9667	1	0.9231	30	0.9672	1	0.9149	122	linear	2	1	0	 SMO	1
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_5	0.0162	0.0012	0.0014	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 SMO	5
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_10	0.0113	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 SMO	10
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_100	0.0115	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 SMO	100
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_500	0.0113	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 SMO	500
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_1000	0.0117	0.0007	0.0007	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 SMO	1000
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_1500	0.012	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 SMO	1500
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_2000	0.0115	0.0007	0.0007	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	1	0	 SMO	2000
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_5000	0.0129	0.0006	0.0007	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	1	0	 SMO	5000
2018_11_22_1_14_35	 2_7_16_21	 linear_2_1_0_SMO_10000	0.0141	0.0006	0.0007	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	1	0	 SMO	10000
2018_11_22_1_14_35	 2_7_16_21	 linear_2_auto_0_ISDA_1	0.0166	0.0006	0.0008	0.9667	1	0.9231	30	0.959	1	0.8936	122	linear	2	 auto	0	 ISDA	1
2018_11_22_1_14_35	 2_7_16_21	 linear_2_auto_0_ISDA_5	0.0184	0.0006	0.0008	0.9667	1	0.9231	30	0.9672	1	0.9149	122	linear	2	 auto	0	 ISDA	5
2018_11_22_1_14_35	 2_7_16_21	 linear_2_auto_0_ISDA_10	0.0305	0.0007	0.0009	0.9667	1	0.9231	30	0.9672	1	0.9149	122	linear	2	 auto	0	 ISDA	10
2018_11_22_1_14_35	 2_7_16_21	 linear_2_auto_0_ISDA_100	0.1645	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 ISDA	100
2018_11_22_1_14_36	 2_7_16_21	 linear_2_auto_0_ISDA_500	0.5249	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 ISDA	500
2018_11_22_1_14_36	 2_7_16_21	 linear_2_auto_0_ISDA_1000	0.6848	0.0007	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 ISDA	1000
2018_11_22_1_14_37	 2_7_16_21	 linear_2_auto_0_ISDA_1500	1.0994	0.0007	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 ISDA	1500
2018_11_22_1_14_38	 2_7_16_21	 linear_2_auto_0_ISDA_2000	0.8181	0.0007	0.001	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 ISDA	2000
2018_11_22_1_14_39	 2_7_16_21	 linear_2_auto_0_ISDA_5000	0.7761	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	 auto	0	 ISDA	5000
2018_11_22_1_14_40	 2_7_16_21	 linear_2_auto_0_ISDA_10000	1.2774	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	 auto	0	 ISDA	10000
2018_11_22_1_14_40	 2_7_16_21	 linear_2_auto_0_SMO_1	0.0109	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 SMO	1
2018_11_22_1_14_40	 2_7_16_21	 linear_2_auto_0_SMO_5	0.0118	0.0006	0.0009	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 SMO	5
2018_11_22_1_14_40	 2_7_16_21	 linear_2_auto_0_SMO_10	0.0114	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 SMO	10
2018_11_22_1_14_40	 2_7_16_21	 linear_2_auto_0_SMO_100	0.0123	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	1	0.9574	122	linear	2	 auto	0	 SMO	100
2018_11_22_1_14_40	 2_7_16_21	 linear_2_auto_0_SMO_500	0.0136	0.0006	0.0009	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	 auto	0	 SMO	500
2018_11_22_1_14_41	 2_7_16_21	 linear_2_auto_0_SMO_1000	0.0147	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	 auto	0	 SMO	1000
2018_11_22_1_14_41	 2_7_16_21	 linear_2_auto_0_SMO_1500	0.0163	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	 auto	0	 SMO	1500
2018_11_22_1_14_41	 2_7_16_21	 linear_2_auto_0_SMO_2000	0.0174	0.0006	0.0008	0.9667	1	0.9231	30	0.9836	0.9867	0.9787	122	linear	2	 auto	0	 SMO	2000
